"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",10,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
"2",10,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
"3",11,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0
"4",12,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
"5",7,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"6",9,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1
"7",10,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
"8",12,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1
"9",5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"10",10,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
"11",9,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
"12",10,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
"13",11,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
"14",9,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
"15",9,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"16",11,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
"17",10,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
"18",15,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
"19",15,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"20",9,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
"21",8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
"22",10,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
"23",10,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"24",10,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
"25",9,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1
"26",7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"27",11,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
"28",5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"29",12,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
"30",9,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0
"31",13,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1
"32",9,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
"33",11,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1
"34",7,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"35",12,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1
"36",8,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1
"37",8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
"38",8,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
