"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",7,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"2",5,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
"3",6,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
"4",5,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
"5",5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"6",4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"7",5,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"8",7,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
"9",7,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"10",6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"11",6,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"12",5,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"13",7,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"14",4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"15",7,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"16",4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"17",8,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
"18",6,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"19",4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"20",7,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"21",6,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"22",4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"23",5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"24",4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"25",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"26",3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"27",4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"28",5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"29",7,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
"30",6,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0
"31",7,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"32",4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"33",6,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"34",4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"35",7,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
"36",5,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"37",3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"38",4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"39",7,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
"40",6,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"41",4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"42",4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"43",3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"44",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"45",3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"46",6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"47",5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"48",7,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"49",3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"50",9,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"51",4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"52",9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"53",6,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"54",3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"55",5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"56",5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"57",4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"58",7,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"59",6,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"60",6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"61",5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"62",4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"63",4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"64",6,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"65",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"66",8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"67",7,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"68",7,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"69",6,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"70",7,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"71",5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"72",5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"73",6,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"74",7,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
"75",6,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"76",5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"77",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"78",6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"79",3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"80",9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"81",6,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"82",3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"83",4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"84",6,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"85",6,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"86",3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"87",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"88",3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"89",8,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"90",3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"91",8,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"92",3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"93",6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
