"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,1,0
"2",1,0,0,0,0,1
"3",2,1,1,0,0,0
"4",1,0,0,0,0,1
"5",2,1,0,1,0,0
"6",2,0,1,1,0,0
"7",3,0,0,1,1,1
"8",3,1,1,0,0,1
"9",2,0,1,0,1,0
"10",2,0,1,0,0,1
"11",4,1,1,1,0,1
"12",4,1,1,1,1,0
"13",3,0,1,1,0,1
"14",4,1,1,1,0,1
"15",4,1,1,0,1,1
"16",2,0,0,1,1,0
"17",4,0,1,1,1,1
"18",3,1,0,1,0,1
"19",2,0,0,1,1,0
"20",3,0,1,0,1,1
"21",0,0,0,0,0,0
"22",4,1,1,1,0,1
"23",2,1,0,0,0,1
"24",4,1,1,1,0,1
"25",1,1,0,0,0,0
"26",1,0,0,1,0,0
"27",1,0,0,1,0,0
"28",5,1,1,1,1,1
"29",3,1,1,1,0,0
"30",2,0,0,1,1,0
"31",1,0,1,0,0,0
"32",2,1,0,0,1,0
"33",3,0,1,1,0,1
"34",1,0,0,1,0,0
"35",3,1,0,1,0,1
"36",2,1,0,0,1,0
"37",4,1,0,1,1,1
"38",1,1,0,0,0,0
"39",4,1,1,1,1,0
"40",3,0,1,1,0,1
"41",1,1,0,0,0,0
"42",2,0,0,1,0,1
"43",3,0,1,0,1,1
"44",2,1,0,0,1,0
"45",3,0,0,1,1,1
"46",1,0,1,0,0,0
"47",4,1,1,0,1,1
"48",1,0,0,0,0,1
"49",3,0,1,0,1,1
"50",4,1,1,0,1,1
"51",3,1,0,1,0,1
"52",1,0,0,0,0,1
"53",2,1,0,0,0,1
"54",2,1,0,0,1,0
"55",1,0,0,0,0,1
"56",2,1,0,0,0,1
"57",4,1,1,1,1,0
"58",2,0,1,0,0,1
"59",4,0,1,1,1,1
"60",5,1,1,1,1,1
"61",2,0,1,0,1,0
"62",3,1,1,0,1,0
"63",2,0,0,0,1,1
"64",2,1,0,0,1,0
"65",1,0,0,0,1,0
"66",3,1,1,1,0,0
"67",0,0,0,0,0,0
"68",2,0,0,1,0,1
"69",4,1,0,1,1,1
"70",3,1,1,1,0,0
"71",3,0,1,1,0,1
"72",3,1,0,1,1,0
"73",1,1,0,0,0,0
"74",2,0,1,0,1,0
"75",3,1,1,0,1,0
"76",2,1,0,0,1,0
"77",2,1,0,0,0,1
"78",2,0,0,1,1,0
"79",3,1,0,0,1,1
"80",4,1,1,1,1,0
"81",3,1,1,0,1,0
"82",4,1,0,1,1,1
"83",2,0,0,0,1,1
"84",4,1,1,1,0,1
"85",3,1,0,1,1,0
"86",2,0,1,0,0,1
"87",4,0,1,1,1,1
"88",3,0,1,1,1,0
"89",2,1,0,1,0,0
"90",2,0,1,1,0,0
"91",2,1,0,0,1,0
"92",3,0,0,1,1,1
"93",3,1,0,0,1,1
"94",2,0,0,1,1,0
"95",2,0,0,1,1,0
"96",1,0,0,1,0,0
"97",4,0,1,1,1,1
"98",3,1,1,1,0,0
"99",2,0,0,1,0,1
"100",2,1,0,0,1,0
