"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,0,1,0,1,0,0,1,0,0
"2",4,0,0,0,0,0,1,1,1,1,0
"3",9,1,1,1,1,1,0,1,1,1,1
"4",5,0,1,0,1,0,0,1,1,1,0
"5",3,0,0,1,0,1,0,0,0,0,1
"6",6,0,0,1,1,1,1,1,0,1,0
"7",5,0,1,0,0,1,1,1,0,0,1
"8",5,0,1,0,0,1,0,1,0,1,1
"9",5,1,0,0,0,1,1,1,1,0,0
"10",6,0,1,0,1,1,1,1,0,1,0
"11",4,0,1,1,0,0,0,0,1,1,0
"12",6,1,0,1,1,1,1,0,0,0,1
"13",6,1,0,1,1,0,1,1,1,0,0
"14",4,1,1,0,0,0,0,1,0,1,0
"15",4,0,1,0,1,1,1,0,0,0,0
"16",6,1,1,0,0,1,0,1,0,1,1
"17",5,1,0,0,1,1,0,1,1,0,0
"18",7,1,1,1,0,1,0,0,1,1,1
"19",2,0,0,0,0,0,1,0,0,0,1
"20",8,1,1,1,1,0,1,0,1,1,1
"21",5,1,0,1,1,1,0,0,1,0,0
"22",5,0,0,0,1,0,1,0,1,1,1
"23",5,1,1,0,0,0,0,1,1,1,0
"24",7,1,0,1,1,1,0,0,1,1,1
"25",6,1,1,1,0,1,1,1,0,0,0
"26",4,1,0,1,0,0,1,0,1,0,0
"27",6,0,0,1,1,0,1,0,1,1,1
"28",7,1,0,1,0,0,1,1,1,1,1
"29",4,0,0,1,1,1,0,0,0,1,0
"30",3,0,0,1,1,0,0,0,1,0,0
"31",2,0,0,0,0,0,0,0,1,0,1
"32",4,0,0,1,1,0,1,0,1,0,0
"33",5,0,1,1,1,1,0,0,0,0,1
"34",4,1,0,0,1,1,0,0,1,0,0
"35",5,1,0,0,1,1,1,0,0,0,1
"36",2,0,0,0,0,1,0,0,1,0,0
"37",6,1,0,1,0,0,1,1,1,1,0
"38",7,0,1,1,0,1,1,1,0,1,1
"39",4,1,0,0,1,1,0,1,0,0,0
"40",5,1,1,0,0,1,1,0,1,0,0
"41",4,1,0,1,0,1,0,0,0,0,1
"42",6,1,0,0,1,1,1,0,0,1,1
"43",7,1,0,1,1,1,0,1,1,1,0
"44",4,0,0,1,0,0,1,0,0,1,1
"45",6,0,1,1,1,1,0,1,0,0,1
"46",6,1,0,0,0,1,1,1,1,0,1
"47",4,1,0,0,0,1,0,0,1,0,1
"48",5,0,1,0,1,0,0,1,1,0,1
"49",0,0,0,0,0,0,0,0,0,0,0
"50",4,1,0,0,1,0,0,0,1,0,1
"51",5,0,0,1,1,1,0,1,0,1,0
"52",6,0,0,1,0,0,1,1,1,1,1
"53",7,0,1,1,1,1,1,0,1,0,1
"54",6,0,0,1,1,1,1,1,0,0,1
"55",3,1,0,0,0,0,0,1,1,0,0
"56",4,1,0,1,0,0,1,0,0,0,1
"57",3,0,0,0,1,1,1,0,0,0,0
"58",3,0,0,0,1,0,0,1,0,1,0
"59",6,1,1,1,1,0,1,1,0,0,0
"60",6,1,1,1,1,0,0,0,0,1,1
"61",8,1,1,1,1,0,1,0,1,1,1
"62",5,0,1,1,0,0,1,0,1,1,0
"63",6,0,0,1,1,0,1,0,1,1,1
"64",4,1,0,1,0,0,1,0,0,0,1
"65",6,1,1,1,1,0,1,0,1,0,0
"66",6,1,0,1,0,1,1,1,0,0,1
"67",5,1,0,1,1,0,0,1,0,0,1
"68",6,1,1,1,1,1,0,0,0,1,0
"69",4,1,0,0,1,0,0,1,0,1,0
"70",8,0,1,1,1,1,1,1,1,1,0
"71",5,1,1,1,1,0,0,0,0,0,1
"72",4,1,1,1,0,0,0,0,1,0,0
"73",5,0,1,1,1,1,0,0,0,0,1
"74",4,0,0,0,1,0,1,1,1,0,0
"75",2,0,0,0,0,0,0,1,0,0,1
"76",4,1,1,1,0,1,0,0,0,0,0
"77",6,0,0,0,1,1,1,0,1,1,1
"78",8,0,1,1,1,1,1,1,0,1,1
"79",4,0,1,1,0,1,0,1,0,0,0
"80",4,1,0,0,0,1,0,0,1,1,0
"81",5,1,0,1,0,0,1,1,0,0,1
"82",3,1,0,1,0,0,0,0,0,0,1
"83",3,0,0,0,0,1,0,0,1,1,0
"84",7,1,1,1,0,1,0,1,1,0,1
"85",5,1,1,0,0,1,1,0,0,0,1
"86",6,1,1,1,1,0,0,1,0,0,1
"87",5,0,0,1,0,1,0,1,1,0,1
"88",4,1,0,0,0,1,0,1,0,0,1
"89",6,1,1,0,0,0,1,1,1,1,0
"90",4,1,0,0,0,0,1,1,0,1,0
"91",3,1,0,0,0,0,0,1,0,0,1
"92",5,1,1,0,0,1,0,1,0,0,1
"93",3,0,1,0,1,0,0,0,0,0,1
"94",5,0,1,1,1,0,1,0,0,0,1
"95",5,0,0,1,1,0,0,1,1,0,1
"96",3,0,0,1,0,1,0,0,0,0,1
"97",5,0,0,1,0,1,0,1,1,0,1
"98",3,0,0,1,0,1,0,1,0,0,0
"99",5,1,1,0,0,1,0,1,1,0,0
"100",5,0,0,0,0,1,1,0,1,1,1
