"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,0,1
"2",3,1,1,1,0,0
"3",2,0,0,0,1,1
"4",5,1,1,1,1,1
"5",2,0,0,1,0,1
"6",2,0,0,1,1,0
"7",3,0,0,1,1,1
"8",1,0,1,0,0,0
"9",3,0,1,1,0,1
"10",4,1,0,1,1,1
"11",1,0,0,0,1,0
"12",3,0,1,0,1,1
"13",3,1,0,1,0,1
"14",0,0,0,0,0,0
"15",2,1,0,0,0,1
"16",2,0,1,0,1,0
"17",3,1,1,1,0,0
"18",2,1,0,0,0,1
"19",2,0,1,0,0,1
"20",1,0,1,0,0,0
"21",2,1,0,1,0,0
"22",3,0,1,0,1,1
"23",3,1,1,0,0,1
"24",1,1,0,0,0,0
"25",3,1,1,1,0,0
"26",2,0,0,0,1,1
"27",3,1,1,0,1,0
"28",4,0,1,1,1,1
"29",2,1,0,0,0,1
"30",4,1,1,1,0,1
"31",4,1,1,1,1,0
"32",3,1,1,0,1,0
"33",0,0,0,0,0,0
"34",3,1,1,0,1,0
"35",4,1,1,0,1,1
"36",3,1,1,0,1,0
"37",5,1,1,1,1,1
"38",4,1,1,1,1,0
"39",2,0,1,0,0,1
"40",3,1,0,0,1,1
"41",1,0,0,0,0,1
"42",2,0,1,0,0,1
"43",3,1,0,0,1,1
"44",2,0,0,1,1,0
"45",4,1,1,0,1,1
"46",1,0,1,0,0,0
"47",4,1,0,1,1,1
"48",0,0,0,0,0,0
"49",1,0,0,0,0,1
"50",3,0,1,1,1,0
"51",4,0,1,1,1,1
"52",4,1,1,1,1,0
"53",3,1,0,0,1,1
"54",4,1,1,1,0,1
"55",3,1,1,0,1,0
"56",3,0,1,1,0,1
"57",1,0,0,1,0,0
"58",3,1,0,0,1,1
"59",3,1,1,1,0,0
"60",2,1,0,1,0,0
"61",2,1,0,0,1,0
"62",2,0,0,1,0,1
"63",4,1,0,1,1,1
"64",2,0,0,0,1,1
"65",2,1,0,1,0,0
"66",2,1,1,0,0,0
"67",1,1,0,0,0,0
"68",2,1,0,0,0,1
"69",4,0,1,1,1,1
"70",4,1,0,1,1,1
"71",4,1,1,0,1,1
"72",3,1,0,1,0,1
"73",2,1,0,1,0,0
"74",3,1,0,1,0,1
"75",3,1,1,0,1,0
"76",2,1,1,0,0,0
"77",1,0,0,1,0,0
"78",2,1,0,0,0,1
"79",2,1,1,0,0,0
"80",1,0,0,0,0,1
"81",2,0,1,0,1,0
"82",3,1,0,1,1,0
"83",3,1,0,1,0,1
"84",3,1,0,0,1,1
"85",2,0,0,1,0,1
"86",5,1,1,1,1,1
"87",1,0,0,0,1,0
"88",3,1,1,0,1,0
"89",1,0,1,0,0,0
"90",3,1,1,0,1,0
"91",2,1,0,0,1,0
"92",3,1,0,1,0,1
"93",2,0,1,0,0,1
"94",4,1,1,1,1,0
"95",4,1,1,0,1,1
"96",3,1,0,0,1,1
"97",2,1,0,0,0,1
"98",2,0,0,1,1,0
"99",3,1,0,1,1,0
"100",3,1,0,1,1,0
