"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,1,0,1,0,1,0,0,0,0
"2",5,1,0,1,0,1,1,0,0,0,1
"3",3,0,0,0,0,1,0,1,0,0,1
"4",2,1,0,0,0,0,1,0,0,0,0
"5",7,1,1,1,0,1,1,0,1,1,0
"6",7,1,1,1,1,0,1,0,0,1,1
"7",4,0,0,1,1,0,1,0,0,1,0
"8",5,0,1,0,1,1,1,0,0,0,1
"9",6,0,0,0,0,1,1,1,1,1,1
"10",4,1,1,0,0,0,0,1,0,0,1
"11",7,1,0,1,0,0,1,1,1,1,1
"12",7,0,0,1,1,1,1,1,1,0,1
"13",7,1,0,1,1,0,1,1,1,0,1
"14",9,1,1,1,1,1,1,1,1,0,1
"15",5,1,0,0,1,0,1,0,1,1,0
"16",5,1,0,1,0,1,0,0,1,1,0
"17",4,1,1,0,0,0,0,0,0,1,1
"18",8,1,0,1,0,1,1,1,1,1,1
"19",5,1,0,0,1,1,0,1,0,0,1
"20",6,1,1,0,1,1,0,0,1,1,0
"21",5,1,0,1,0,0,1,0,1,1,0
"22",6,1,0,1,0,1,1,0,1,1,0
"23",7,0,1,1,1,1,1,1,0,1,0
"24",6,1,1,1,0,1,1,1,0,0,0
"25",8,1,1,1,0,0,1,1,1,1,1
"26",2,0,1,0,1,0,0,0,0,0,0
"27",6,0,0,0,1,1,0,1,1,1,1
"28",6,0,1,0,1,0,0,1,1,1,1
"29",5,1,1,1,0,0,1,0,0,1,0
"30",6,0,1,0,0,1,1,1,1,1,0
"31",5,0,0,0,1,1,1,1,0,1,0
"32",4,1,0,1,0,0,1,0,1,0,0
"33",6,1,0,0,1,0,0,1,1,1,1
"34",4,0,0,1,0,0,1,0,1,1,0
"35",5,0,1,1,0,1,1,0,0,0,1
"36",6,0,0,0,1,1,1,1,1,0,1
"37",6,0,1,1,0,1,1,0,0,1,1
"38",5,0,0,0,0,1,0,1,1,1,1
"39",7,1,1,0,1,1,1,0,1,0,1
"40",5,0,1,1,1,1,1,0,0,0,0
"41",5,1,0,1,1,0,1,0,0,1,0
"42",8,1,1,1,0,1,1,1,1,1,0
"43",4,0,0,1,1,0,1,0,0,0,1
"44",6,0,0,1,1,1,1,0,0,1,1
"45",4,0,0,0,1,0,0,1,1,1,0
"46",5,0,0,0,1,1,1,0,1,0,1
"47",5,0,1,0,0,0,1,1,1,1,0
"48",2,0,0,0,1,0,0,0,0,1,0
"49",5,0,1,0,1,0,1,0,0,1,1
"50",1,1,0,0,0,0,0,0,0,0,0
"51",5,0,0,1,1,0,0,0,1,1,1
"52",7,1,1,1,1,0,1,1,1,0,0
"53",5,0,1,1,0,0,0,0,1,1,1
"54",7,1,1,1,1,0,1,0,0,1,1
"55",4,0,0,1,0,0,1,1,1,0,0
"56",5,0,1,1,0,0,1,1,1,0,0
"57",7,0,1,0,1,1,1,1,0,1,1
"58",6,1,1,1,0,1,0,0,1,0,1
"59",3,1,0,1,0,1,0,0,0,0,0
"60",4,0,0,0,1,1,0,1,1,0,0
"61",2,0,0,0,1,0,1,0,0,0,0
"62",5,0,0,1,1,0,1,0,0,1,1
"63",5,1,0,1,1,0,0,0,1,1,0
"64",5,0,0,1,1,0,1,0,1,0,1
"65",5,0,1,0,1,1,0,1,0,1,0
"66",3,0,0,0,0,1,0,0,0,1,1
"67",8,1,1,1,1,1,1,0,1,1,0
"68",3,0,1,1,0,0,0,1,0,0,0
"69",6,0,0,1,1,1,0,1,0,1,1
"70",4,0,0,1,0,0,0,0,1,1,1
"71",2,0,0,1,0,1,0,0,0,0,0
"72",5,0,1,1,0,0,1,1,1,0,0
"73",3,1,1,0,1,0,0,0,0,0,0
"74",6,1,1,1,1,0,0,1,0,1,0
"75",2,0,0,0,0,0,0,1,0,0,1
"76",4,1,1,0,1,0,0,0,0,1,0
"77",5,0,0,1,1,1,1,0,0,1,0
"78",4,0,0,1,0,0,1,0,1,0,1
"79",4,0,0,1,0,0,1,1,1,0,0
"80",4,1,0,1,0,1,0,0,1,0,0
"81",7,1,0,0,1,0,1,1,1,1,1
"82",4,0,0,1,1,1,0,0,1,0,0
"83",3,0,0,1,0,0,1,0,0,1,0
"84",6,1,1,0,0,1,1,1,1,0,0
"85",9,0,1,1,1,1,1,1,1,1,1
"86",4,0,0,0,1,1,0,1,0,0,1
"87",4,0,1,1,0,1,0,0,1,0,0
"88",5,0,0,1,1,1,0,1,0,1,0
"89",7,0,1,1,0,0,1,1,1,1,1
"90",5,1,1,0,0,0,0,0,1,1,1
"91",4,0,1,0,0,1,1,1,0,0,0
"92",4,0,0,0,1,0,1,0,0,1,1
"93",6,0,1,0,1,1,1,0,1,1,0
"94",1,0,1,0,0,0,0,0,0,0,0
"95",4,0,0,0,1,0,0,1,1,0,1
"96",4,0,0,0,0,0,1,1,0,1,1
"97",6,0,0,1,1,0,1,1,0,1,1
"98",5,1,0,1,1,0,0,0,1,0,1
"99",6,0,1,1,1,1,0,1,1,0,0
"100",4,1,1,1,0,0,0,0,0,1,0
