"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"6",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"7",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"8",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"9",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"11",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"13",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"14",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"16",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"19",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"21",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"22",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"23",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"24",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"25",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"26",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"29",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"30",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"31",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"32",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"33",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"34",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"35",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"36",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"37",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"38",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"39",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"41",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"43",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"44",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"45",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"46",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"47",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"48",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"49",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"50",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"51",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"52",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"53",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"54",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"55",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"57",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"58",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"59",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"60",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"61",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"62",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"64",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"65",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"66",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"67",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"68",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"69",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"70",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"71",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"72",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"74",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"75",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"77",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"78",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"79",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"80",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"81",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"82",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"83",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"85",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"88",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"89",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"92",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"93",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"94",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"95",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"96",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"97",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"98",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"99",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"100",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
