"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",12,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
"2",6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"3",10,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1
"4",10,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0
"5",10,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0
"6",10,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"7",9,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
"8",10,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"9",13,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1
"10",7,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"11",9,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
"12",9,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0
"13",12,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"14",9,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
"15",11,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1
"16",9,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
"17",13,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1
"18",12,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
"19",12,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0
"20",9,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
"21",6,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"22",11,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
"23",11,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"24",8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
"25",10,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
"26",6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"27",10,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0
