"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,1,0,1,0,1,0,1,0,0,1
"2",4,0,1,1,0,0,0,0,0,1,1
"3",5,1,0,1,1,0,1,0,1,0,0
"4",4,0,0,0,0,1,1,0,0,1,1
"5",5,0,1,0,1,0,0,1,1,0,1
"6",5,1,1,0,1,0,1,0,0,1,0
"7",4,1,1,0,1,0,1,0,0,0,0
"8",6,1,1,1,0,1,1,0,1,0,0
"9",4,0,1,0,1,0,0,0,0,1,1
"10",8,1,1,1,1,1,1,1,0,0,1
"11",4,1,0,0,1,0,1,1,0,0,0
"12",7,1,0,1,1,1,0,1,1,0,1
"13",4,1,1,0,0,1,0,0,0,0,1
"14",3,1,0,0,1,0,1,0,0,0,0
"15",5,1,0,1,0,0,1,1,0,1,0
"16",6,1,1,0,1,1,0,1,0,0,1
"17",4,0,1,1,0,0,0,0,1,1,0
"18",3,0,0,0,1,0,1,1,0,0,0
"19",3,0,1,0,0,1,0,0,0,0,1
"20",3,1,0,1,0,1,0,0,0,0,0
"21",5,1,0,1,0,1,0,1,0,0,1
"22",9,1,1,1,1,1,1,1,0,1,1
"23",7,1,0,1,1,1,1,0,1,0,1
"24",9,1,1,0,1,1,1,1,1,1,1
"25",5,0,1,1,1,0,1,1,0,0,0
"26",5,0,1,1,1,1,0,1,0,0,0
"27",5,0,0,0,0,1,0,1,1,1,1
"28",2,1,0,0,1,0,0,0,0,0,0
"29",2,1,1,0,0,0,0,0,0,0,0
"30",7,1,0,1,0,1,1,1,1,0,1
"31",3,0,0,0,0,1,0,1,0,0,1
"32",6,0,0,1,0,1,1,0,1,1,1
"33",4,1,0,0,1,0,1,0,0,1,0
"34",6,1,0,1,0,0,1,1,1,1,0
"35",7,1,1,1,1,0,1,0,0,1,1
"36",4,1,0,1,1,0,0,1,0,0,0
"37",6,1,0,0,1,1,1,1,0,0,1
"38",8,0,1,1,1,1,1,1,1,1,0
"39",6,1,1,1,0,1,0,0,0,1,1
"40",5,1,0,0,0,0,1,1,1,1,0
"41",4,0,0,0,0,1,0,0,1,1,1
"42",3,0,0,1,0,0,0,0,1,0,1
"43",3,1,1,0,1,0,0,0,0,0,0
"44",5,1,1,0,1,0,1,0,0,1,0
"45",5,1,1,0,1,0,0,1,1,0,0
"46",5,0,1,0,1,1,0,0,0,1,1
"47",4,0,0,1,1,1,0,1,0,0,0
"48",7,0,0,1,1,1,1,1,0,1,1
"49",4,0,0,0,1,1,1,0,0,0,1
"50",4,0,1,0,0,1,1,0,0,1,0
"51",6,1,1,0,0,0,0,1,1,1,1
"52",9,1,1,1,1,1,1,1,0,1,1
"53",4,0,1,0,0,0,0,1,1,0,1
"54",5,1,0,0,1,1,1,0,0,0,1
"55",8,1,1,1,1,1,1,1,0,1,0
"56",3,1,0,0,1,1,0,0,0,0,0
"57",7,0,1,1,1,1,1,1,0,0,1
"58",3,0,0,1,1,1,0,0,0,0,0
"59",5,0,0,1,0,0,1,1,1,0,1
"60",5,0,1,1,1,0,0,1,0,0,1
"61",5,0,0,1,1,1,0,1,0,1,0
"62",4,0,0,1,1,1,0,0,0,1,0
"63",3,0,1,1,0,0,0,0,0,0,1
"64",6,1,1,1,1,0,0,0,1,0,1
"65",6,1,0,0,1,0,1,1,1,0,1
"66",7,1,0,0,1,1,1,1,0,1,1
"67",3,0,0,0,0,0,1,1,1,0,0
"68",7,1,1,0,0,0,1,1,1,1,1
"69",5,0,1,0,0,0,1,1,1,1,0
"70",4,1,0,0,0,0,0,1,1,0,1
"71",3,1,0,0,1,0,0,0,0,1,0
"72",9,1,1,1,0,1,1,1,1,1,1
"73",4,1,0,0,1,0,0,0,1,1,0
"74",3,0,0,1,0,0,0,1,0,1,0
"75",6,1,0,1,0,0,1,1,0,1,1
"76",3,1,1,0,0,0,0,0,0,1,0
"77",5,0,0,1,0,1,1,0,1,0,1
"78",8,1,0,1,1,1,1,1,1,0,1
"79",7,1,1,0,0,1,1,0,1,1,1
"80",7,1,1,0,1,1,0,1,1,0,1
"81",4,1,0,1,0,1,1,0,0,0,0
"82",3,0,1,1,0,0,0,0,1,0,0
"83",7,1,0,1,0,0,1,1,1,1,1
"84",2,0,0,1,0,0,0,1,0,0,0
"85",5,1,1,1,0,0,1,1,0,0,0
"86",8,1,1,1,1,1,1,1,0,0,1
"87",6,1,0,1,1,0,1,0,0,1,1
"88",2,0,0,0,1,0,0,0,1,0,0
"89",2,0,0,1,0,0,0,0,1,0,0
"90",4,0,1,0,1,0,1,0,0,0,1
"91",3,1,1,1,0,0,0,0,0,0,0
"92",6,1,0,1,1,0,1,1,0,0,1
"93",2,0,0,1,1,0,0,0,0,0,0
"94",6,1,1,0,1,1,0,0,0,1,1
"95",3,0,1,0,0,0,0,0,1,1,0
"96",2,1,0,0,0,1,0,0,0,0,0
"97",6,1,1,0,1,1,0,1,0,0,1
"98",6,1,1,0,1,0,1,1,0,0,1
"99",6,1,1,1,0,1,0,1,0,1,0
"100",7,1,0,1,0,1,1,1,1,0,1
