"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,1,1,0,1
"2",2,0,1,0,1,0
"3",3,1,1,1,0,0
"4",4,0,1,1,1,1
"5",5,1,1,1,1,1
"6",3,0,1,0,1,1
"7",1,1,0,0,0,0
"8",2,1,0,0,1,0
"9",2,1,0,1,0,0
"10",2,1,0,1,0,0
"11",1,1,0,0,0,0
"12",1,0,0,0,0,1
"13",4,1,1,1,0,1
"14",4,0,1,1,1,1
"15",5,1,1,1,1,1
"16",2,0,0,1,1,0
"17",2,0,0,0,1,1
"18",5,1,1,1,1,1
"19",1,0,0,1,0,0
"20",0,0,0,0,0,0
"21",1,0,1,0,0,0
"22",2,0,0,0,1,1
"23",3,1,0,1,0,1
"24",4,1,1,0,1,1
"25",1,0,0,0,0,1
"26",3,0,1,0,1,1
"27",3,1,0,1,0,1
"28",4,1,1,0,1,1
"29",2,0,1,1,0,0
"30",3,0,0,1,1,1
"31",3,0,0,1,1,1
"32",2,0,1,1,0,0
"33",3,1,0,1,1,0
"34",3,1,1,0,1,0
"35",3,0,1,1,1,0
"36",3,0,1,0,1,1
"37",3,1,1,0,1,0
"38",4,1,1,1,1,0
"39",3,0,1,1,1,0
"40",3,0,0,1,1,1
"41",5,1,1,1,1,1
"42",2,1,0,0,0,1
"43",3,0,1,1,1,0
"44",2,1,0,0,0,1
"45",2,0,1,0,1,0
"46",4,1,1,1,0,1
"47",1,0,1,0,0,0
"48",3,1,0,1,1,0
"49",2,0,0,1,1,0
"50",4,1,1,1,1,0
"51",3,1,1,1,0,0
"52",2,0,0,1,1,0
"53",3,0,1,1,1,0
"54",2,0,1,1,0,0
"55",3,0,1,0,1,1
"56",3,1,1,0,1,0
"57",1,0,0,0,1,0
"58",1,1,0,0,0,0
"59",3,1,0,1,0,1
"60",4,1,0,1,1,1
"61",3,1,0,0,1,1
"62",2,0,1,1,0,0
"63",3,1,0,1,0,1
"64",4,1,1,0,1,1
"65",2,0,0,1,1,0
"66",1,0,0,0,1,0
"67",3,1,1,0,0,1
"68",3,0,1,1,1,0
"69",3,1,0,0,1,1
"70",1,0,0,0,1,0
"71",2,0,1,1,0,0
"72",3,1,1,0,0,1
"73",3,1,0,1,0,1
"74",3,1,0,1,0,1
"75",1,0,0,0,0,1
"76",3,1,1,1,0,0
"77",1,0,0,1,0,0
"78",1,0,0,0,0,1
"79",1,0,0,0,1,0
"80",2,0,1,0,1,0
"81",2,1,0,0,1,0
"82",3,0,1,1,0,1
"83",3,1,0,0,1,1
"84",2,0,1,1,0,0
"85",2,0,1,0,0,1
"86",3,1,0,1,1,0
"87",3,1,0,1,0,1
"88",1,0,0,1,0,0
"89",2,0,0,1,1,0
"90",1,0,0,0,0,1
"91",4,1,1,0,1,1
"92",2,1,0,0,1,0
"93",3,1,0,0,1,1
"94",3,1,1,0,1,0
"95",4,1,1,1,1,0
"96",4,0,1,1,1,1
"97",2,0,1,0,1,0
"98",2,0,1,1,0,0
"99",3,0,1,1,0,1
"100",3,0,0,1,1,1
