"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",5,1,1,1,1,1
"2",3,0,1,0,1,1
"3",1,0,1,0,0,0
"4",2,0,0,1,0,1
"5",2,0,0,1,1,0
"6",2,0,0,1,1,0
"7",3,1,1,0,0,1
"8",1,1,0,0,0,0
"9",5,1,1,1,1,1
"10",3,1,0,0,1,1
"11",2,1,0,0,0,1
"12",1,0,0,1,0,0
"13",1,0,0,0,0,1
"14",2,1,0,1,0,0
"15",2,1,0,0,1,0
"16",1,1,0,0,0,0
"17",1,1,0,0,0,0
"18",2,0,1,1,0,0
"19",1,0,1,0,0,0
"20",2,0,1,0,1,0
"21",4,1,1,1,0,1
"22",4,1,1,0,1,1
"23",1,0,0,0,1,0
"24",3,1,1,0,0,1
"25",5,1,1,1,1,1
"26",2,1,1,0,0,0
"27",3,1,0,1,0,1
"28",4,1,1,1,1,0
"29",3,1,1,0,0,1
"30",2,0,0,0,1,1
"31",4,1,1,0,1,1
"32",3,1,1,0,0,1
"33",3,1,0,1,1,0
"34",5,1,1,1,1,1
"35",2,0,1,1,0,0
"36",3,0,1,1,0,1
"37",2,1,0,1,0,0
"38",2,0,0,0,1,1
"39",4,1,0,1,1,1
"40",3,1,0,1,0,1
"41",3,1,1,0,1,0
"42",3,0,0,1,1,1
"43",3,0,1,1,0,1
"44",2,0,0,1,0,1
"45",2,0,1,0,1,0
"46",2,0,1,0,1,0
"47",0,0,0,0,0,0
"48",2,0,0,0,1,1
"49",3,1,0,0,1,1
"50",2,0,0,0,1,1
"51",2,0,1,1,0,0
"52",2,0,0,1,1,0
"53",2,1,0,0,0,1
"54",3,1,0,1,0,1
"55",2,1,0,0,0,1
"56",3,1,1,1,0,0
"57",4,1,0,1,1,1
"58",4,1,1,1,0,1
"59",2,0,1,0,1,0
"60",5,1,1,1,1,1
"61",1,0,0,0,0,1
"62",3,0,0,1,1,1
"63",1,1,0,0,0,0
"64",2,0,0,1,1,0
"65",4,1,1,1,0,1
"66",1,0,1,0,0,0
"67",3,1,1,1,0,0
"68",1,1,0,0,0,0
"69",1,0,0,0,1,0
"70",4,1,1,0,1,1
"71",1,1,0,0,0,0
"72",1,0,0,0,0,1
"73",2,0,0,1,0,1
"74",3,0,1,1,0,1
"75",1,1,0,0,0,0
"76",3,0,1,0,1,1
"77",2,0,0,1,0,1
"78",1,0,0,1,0,0
"79",4,1,1,1,0,1
"80",2,1,1,0,0,0
"81",3,1,1,0,0,1
"82",3,1,0,0,1,1
"83",2,0,0,0,1,1
"84",2,0,0,1,1,0
"85",3,0,1,0,1,1
"86",3,0,1,1,1,0
"87",2,0,0,1,1,0
"88",2,0,1,0,0,1
"89",2,1,0,1,0,0
"90",3,0,1,1,1,0
"91",3,1,1,1,0,0
"92",2,1,0,0,0,1
"93",2,1,0,0,1,0
"94",3,0,1,1,1,0
"95",2,0,0,1,0,1
"96",1,0,0,0,0,1
"97",3,1,1,1,0,0
"98",2,1,0,0,1,0
"99",3,1,0,1,0,1
"100",2,1,0,1,0,0
