"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,1,1,0,1,0,0,1,0
"2",5,1,0,1,0,0,0,1,1,0,1
"3",4,0,0,0,1,1,0,0,1,0,1
"4",4,1,1,0,1,0,0,0,0,1,0
"5",6,1,1,1,1,1,0,1,0,0,0
"6",6,0,1,1,0,1,0,1,1,1,0
"7",4,0,1,0,0,0,1,1,1,0,0
"8",4,0,0,0,1,1,1,0,0,1,0
"9",5,0,0,1,1,0,1,0,1,1,0
"10",7,0,1,1,1,1,1,0,1,1,0
"11",4,0,0,1,0,1,1,0,1,0,0
"12",5,1,1,0,0,1,0,0,0,1,1
"13",4,1,1,1,0,0,0,0,0,0,1
"14",6,0,1,0,1,0,0,1,1,1,1
"15",7,1,0,1,1,1,0,0,1,1,1
"16",7,0,1,1,0,0,1,1,1,1,1
"17",6,1,1,0,0,1,1,0,1,1,0
"18",4,1,0,1,1,0,0,0,0,1,0
"19",6,0,0,0,1,1,1,1,0,1,1
"20",7,0,1,1,1,1,1,1,0,0,1
"21",6,1,1,1,0,1,1,1,0,0,0
"22",6,0,1,0,1,1,1,1,1,0,0
"23",8,1,1,1,1,0,0,1,1,1,1
"24",5,0,0,1,1,1,0,0,1,1,0
"25",4,1,0,0,0,0,0,1,1,0,1
"26",6,0,1,0,1,0,0,1,1,1,1
"27",5,1,1,0,0,0,1,0,1,1,0
"28",4,0,0,0,0,1,0,1,0,1,1
"29",5,0,0,0,0,1,1,1,1,1,0
"30",5,0,0,1,1,0,1,0,1,1,0
"31",6,1,1,0,0,0,1,1,0,1,1
"32",7,0,1,0,0,1,1,1,1,1,1
"33",5,0,1,0,0,0,1,0,1,1,1
"34",2,0,0,0,0,0,1,0,0,0,1
"35",6,1,0,0,1,1,1,0,0,1,1
"36",8,1,1,1,1,0,0,1,1,1,1
"37",3,1,0,1,0,0,0,1,0,0,0
"38",3,0,0,0,0,1,1,1,0,0,0
"39",5,0,1,1,1,0,0,1,1,0,0
"40",4,1,1,1,0,0,0,0,1,0,0
"41",4,0,0,0,1,0,1,1,0,0,1
"42",4,0,0,1,1,0,0,0,0,1,1
"43",2,0,0,0,0,0,0,1,0,1,0
"44",7,1,1,1,1,0,1,0,1,0,1
"45",4,1,0,0,0,1,0,0,0,1,1
"46",9,1,1,1,1,1,0,1,1,1,1
"47",3,1,0,1,1,0,0,0,0,0,0
"48",6,0,1,1,1,0,0,1,1,0,1
"49",6,1,1,0,0,0,1,1,1,1,0
"50",6,1,1,1,1,0,1,0,0,1,0
"51",8,1,1,1,1,1,1,1,0,0,1
"52",2,0,0,0,0,0,0,0,0,1,1
"53",6,0,1,1,0,0,1,1,0,1,1
"54",5,1,0,1,1,0,0,1,0,0,1
"55",6,1,0,0,0,1,1,1,0,1,1
"56",8,1,1,0,1,1,1,1,1,1,0
"57",7,1,0,1,1,1,1,0,0,1,1
"58",3,1,0,0,1,1,0,0,0,0,0
"59",2,0,0,0,0,1,0,0,0,0,1
"60",5,1,1,0,1,1,0,0,0,1,0
"61",3,0,0,1,0,0,1,0,0,1,0
"62",4,0,0,0,0,1,1,0,1,1,0
"63",4,1,0,1,0,0,0,0,1,0,1
"64",1,0,0,0,0,0,1,0,0,0,0
"65",3,1,1,1,0,0,0,0,0,0,0
"66",4,0,1,0,0,0,1,0,1,0,1
"67",3,0,1,1,1,0,0,0,0,0,0
"68",9,0,1,1,1,1,1,1,1,1,1
"69",4,0,0,0,0,1,0,1,1,0,1
"70",4,1,1,0,0,0,1,0,0,1,0
"71",3,0,0,0,0,0,1,0,1,0,1
"72",4,1,1,0,0,0,1,1,0,0,0
"73",7,1,1,1,1,0,1,0,0,1,1
"74",4,1,1,0,0,0,1,1,0,0,0
"75",5,0,1,0,1,0,1,0,1,0,1
"76",8,1,1,0,1,1,1,0,1,1,1
"77",4,0,1,1,0,1,0,0,0,1,0
"78",5,1,1,0,1,1,0,0,0,1,0
"79",7,1,0,1,1,0,1,1,1,0,1
"80",3,1,0,1,0,0,1,0,0,0,0
"81",4,1,0,0,0,0,1,0,1,1,0
"82",7,1,1,1,0,1,1,0,1,1,0
"83",5,1,1,0,0,1,0,0,1,0,1
"84",4,0,0,0,0,1,1,0,1,0,1
"85",4,1,0,0,0,1,1,0,0,0,1
"86",6,1,1,0,1,0,1,1,0,1,0
"87",6,0,0,1,1,0,1,1,1,0,1
"88",5,0,0,1,1,0,0,0,1,1,1
"89",7,1,0,1,1,1,1,0,1,0,1
"90",5,0,1,1,1,0,1,1,0,0,0
"91",4,1,0,0,1,0,1,1,0,0,0
"92",5,0,1,0,1,0,1,0,1,0,1
"93",6,1,1,1,0,0,1,1,0,0,1
"94",4,0,1,0,1,0,1,0,0,1,0
"95",5,1,0,0,1,1,0,0,0,1,1
"96",3,1,1,0,0,0,0,0,1,0,0
"97",6,1,1,1,1,0,0,0,1,0,1
"98",4,0,1,1,1,0,0,0,0,1,0
"99",8,1,0,1,1,0,1,1,1,1,1
"100",4,0,0,0,0,1,0,1,1,0,1
