"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,0,1,1,1
"2",3,1,1,0,0,1
"3",2,0,1,0,0,1
"4",1,0,0,0,0,1
"5",3,1,1,1,0,0
"6",3,1,1,0,0,1
"7",2,1,0,0,1,0
"8",4,1,1,0,1,1
"9",3,0,1,0,1,1
"10",2,0,1,0,1,0
"11",4,1,1,1,1,0
"12",3,0,1,0,1,1
"13",3,1,1,0,0,1
"14",3,1,1,1,0,0
"15",2,1,0,0,0,1
"16",1,0,0,1,0,0
"17",1,0,1,0,0,0
"18",4,1,0,1,1,1
"19",2,1,0,0,0,1
"20",1,0,0,1,0,0
"21",2,0,1,0,0,1
"22",4,0,1,1,1,1
"23",2,1,0,1,0,0
"24",3,0,1,1,1,0
"25",1,1,0,0,0,0
"26",4,0,1,1,1,1
"27",2,0,0,0,1,1
"28",2,0,0,1,0,1
"29",3,1,1,0,1,0
"30",3,1,0,0,1,1
"31",2,0,1,1,0,0
"32",3,1,1,1,0,0
"33",2,1,0,0,0,1
"34",2,0,1,1,0,0
"35",2,0,0,0,1,1
"36",3,0,1,1,1,0
"37",4,1,1,1,1,0
"38",2,0,0,0,1,1
"39",2,0,1,0,0,1
"40",2,0,0,1,1,0
"41",3,1,0,0,1,1
"42",3,1,0,0,1,1
"43",2,1,0,1,0,0
"44",3,0,1,0,1,1
"45",2,0,0,0,1,1
"46",2,0,1,0,0,1
"47",3,0,0,1,1,1
"48",4,1,0,1,1,1
"49",2,1,1,0,0,0
"50",3,1,0,1,0,1
"51",2,0,1,0,1,0
"52",3,0,1,1,0,1
"53",4,1,0,1,1,1
"54",1,1,0,0,0,0
"55",3,1,1,1,0,0
"56",4,0,1,1,1,1
"57",1,0,0,1,0,0
"58",3,0,1,0,1,1
"59",2,0,0,0,1,1
"60",0,0,0,0,0,0
"61",2,1,1,0,0,0
"62",2,0,1,0,1,0
"63",3,0,1,1,0,1
"64",3,0,1,0,1,1
"65",2,1,0,1,0,0
"66",1,1,0,0,0,0
"67",2,0,0,1,1,0
"68",4,1,1,1,1,0
"69",2,1,0,0,0,1
"70",1,0,0,0,0,1
"71",3,1,1,0,0,1
"72",2,0,0,0,1,1
"73",3,0,1,1,0,1
"74",2,1,0,0,1,0
"75",2,0,0,0,1,1
"76",2,1,0,0,1,0
"77",2,0,0,1,1,0
"78",4,1,1,0,1,1
"79",2,0,1,1,0,0
"80",2,0,0,1,0,1
"81",1,0,1,0,0,0
"82",1,0,0,0,1,0
"83",3,1,0,0,1,1
"84",2,1,0,1,0,0
"85",2,0,1,0,1,0
"86",2,1,0,1,0,0
"87",1,0,0,0,1,0
"88",4,1,1,1,1,0
"89",3,1,0,1,0,1
"90",2,0,1,0,0,1
"91",1,0,0,0,1,0
"92",3,0,1,1,0,1
"93",2,0,1,0,1,0
"94",3,0,1,0,1,1
"95",0,0,0,0,0,0
"96",2,0,1,0,1,0
"97",4,1,1,0,1,1
"98",3,1,1,0,0,1
"99",0,0,0,0,0,0
"100",3,0,1,1,0,1
