"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
"2",14,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"3",8,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
"4",12,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1
"5",11,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0
"6",10,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
"7",9,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0
"8",9,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"9",10,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0
"10",6,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"11",10,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0
"12",6,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"13",11,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1
"14",8,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"15",10,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
"16",8,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1
"17",9,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
"18",8,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
"19",12,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1
"20",7,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"21",7,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
"22",12,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
"23",11,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
"24",14,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"25",9,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
"26",13,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1
"27",8,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
"28",7,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"29",10,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
"30",9,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0
"31",10,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"32",9,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
"33",15,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
"34",10,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1
"35",10,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0
"36",10,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
"37",9,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
"38",12,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1
"39",10,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
"40",14,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"41",7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
"42",10,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1
"43",9,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
"44",10,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
"45",11,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0
"46",11,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0
"47",9,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1
"48",9,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
"49",7,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
"50",13,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0
"51",10,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
"52",6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"53",6,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"54",11,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1
"55",9,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
