"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"2",6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"3",6,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"4",6,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"5",3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"6",5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"7",6,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"8",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9",6,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"10",5,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"11",7,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
"12",4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"13",5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"14",3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"15",5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"16",4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"17",4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"18",6,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"19",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"20",5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"21",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"22",6,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"23",4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"24",9,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"25",6,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"26",7,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
"27",6,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"28",4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"29",8,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"30",4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"31",4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"32",3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"33",5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"34",6,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
"35",4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"36",6,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"37",6,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"38",5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"39",5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"40",4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"41",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"42",6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"43",6,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"44",5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"45",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"46",7,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"47",6,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
"48",7,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"49",4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"50",6,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"51",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"52",5,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"53",4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"54",5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"55",6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"56",5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"57",8,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"58",6,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"59",5,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"60",5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
"61",4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"62",7,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"63",5,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
"64",4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"65",6,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"66",7,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
"67",5,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"68",5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"69",7,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"70",5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"71",6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"72",6,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"73",6,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"74",3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"75",8,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"76",3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"77",5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"78",4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"79",3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"80",5,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"81",3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"82",5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"83",3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"84",4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"85",4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"86",6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
"87",4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"88",5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"89",5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"90",6,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"91",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"92",3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"93",8,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
"94",5,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"95",3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"96",4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"97",4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"98",6,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"99",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"100",5,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
