"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",7,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"2",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3",5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"4",6,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"5",6,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"6",4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"7",6,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"8",6,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"9",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10",7,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"11",5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"12",6,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"13",10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"14",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"15",5,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"16",4,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"17",5,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"18",5,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"19",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"20",6,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"21",5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"22",6,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"23",4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"24",7,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"25",5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"26",5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"27",5,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
"28",6,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"29",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"30",3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"31",4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"32",4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"33",3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"34",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"35",6,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"36",3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"37",3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"38",4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"39",7,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"40",4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"41",3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"42",6,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"43",5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"44",6,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"45",8,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"46",5,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"47",5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"48",6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"49",5,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"50",6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"51",5,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"52",7,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"53",3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"54",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"55",3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"56",4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"57",3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"58",5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
