"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1
"2",9,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0
"3",14,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
"4",11,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1
"5",10,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
"6",8,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"7",15,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"8",10,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
"9",7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"10",12,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1
"11",14,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1
"12",7,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
"13",14,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"14",9,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1
"15",10,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1
"16",10,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
"17",11,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0
"18",15,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
"19",8,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"20",12,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0
"21",12,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0
"22",9,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
"23",12,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1
"24",11,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"25",10,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
"26",9,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
"27",10,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
"28",15,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"29",14,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1
"30",12,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
"31",8,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"32",10,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0
"33",8,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
"34",10,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
"35",9,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1
"36",13,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"37",8,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
"38",6,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"39",13,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0
"40",8,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"41",10,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1
"42",12,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"43",12,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
"44",8,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
"45",7,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
"46",7,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"47",7,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"48",9,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
"49",10,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
"50",10,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
"51",11,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0
"52",12,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0
"53",8,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
"54",9,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1
"55",8,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
"56",10,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0
"57",6,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"58",8,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"59",12,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
"60",13,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1
"61",14,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1
"62",13,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
"63",15,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"64",13,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
"65",11,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
"66",14,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"67",13,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"68",9,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
"69",12,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
"70",7,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
"71",10,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0
"72",8,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
"73",13,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
"74",10,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
"75",14,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"76",5,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"77",13,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0
"78",8,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0
"79",12,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
"80",8,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
"81",9,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1
"82",9,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
"83",15,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
