"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
"2",5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"3",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"5",4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"6",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"8",8,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"9",5,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"10",7,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"11",6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"12",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"13",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"14",6,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
"15",4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"16",8,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"17",6,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"18",6,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"19",6,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"20",7,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"21",8,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
"22",4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"23",3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"24",6,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"25",5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"26",5,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
