"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,0,1,0,1,0,0,0,0,1
"2",6,0,0,1,0,1,0,1,1,1,1
"3",3,0,0,1,0,0,0,1,0,1,0
"4",2,0,1,0,0,0,0,0,0,0,1
"5",5,0,0,1,1,0,0,1,1,0,1
"6",4,0,1,0,0,0,1,0,1,0,1
"7",3,0,1,0,0,0,0,1,0,0,1
"8",6,1,1,1,0,1,0,1,0,1,0
"9",4,0,1,0,1,1,0,1,0,0,0
"10",5,1,0,1,0,0,1,0,1,1,0
"11",5,0,1,1,1,0,1,1,0,0,0
"12",4,1,0,0,1,1,0,0,0,0,1
"13",5,1,0,0,0,1,0,1,1,1,0
"14",5,0,1,1,0,1,0,1,0,0,1
"15",7,0,1,0,1,1,0,1,1,1,1
"16",4,0,1,1,1,0,0,1,0,0,0
"17",8,0,1,0,1,1,1,1,1,1,1
"18",6,1,0,0,1,1,1,1,0,0,1
"19",4,1,1,1,1,0,0,0,0,0,0
"20",4,0,1,0,1,1,0,0,0,1,0
