"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,1,0
"2",2,1,0,0,1,0
"3",2,1,0,0,0,1
"4",3,0,1,1,0,1
"5",2,0,1,1,0,0
"6",3,1,0,1,0,1
"7",3,1,0,1,0,1
"8",3,1,1,1,0,0
"9",3,0,1,1,0,1
"10",1,0,0,0,0,1
"11",3,1,1,0,0,1
"12",4,1,1,1,1,0
"13",3,1,1,0,1,0
"14",1,0,0,0,0,1
"15",3,0,1,1,0,1
"16",4,1,1,0,1,1
"17",2,0,1,0,1,0
"18",2,1,0,1,0,0
"19",3,1,1,0,0,1
"20",1,0,1,0,0,0
"21",4,1,1,0,1,1
"22",2,1,0,0,1,0
"23",2,0,1,0,1,0
"24",3,1,0,1,0,1
"25",2,1,0,1,0,0
"26",2,0,0,1,0,1
"27",2,0,0,1,0,1
"28",3,1,0,1,1,0
"29",3,1,1,1,0,0
"30",4,1,1,0,1,1
"31",1,1,0,0,0,0
"32",2,0,1,0,1,0
"33",4,0,1,1,1,1
"34",3,0,1,0,1,1
"35",2,0,0,1,0,1
"36",4,1,1,1,1,0
"37",2,0,1,1,0,0
"38",1,1,0,0,0,0
"39",1,0,0,1,0,0
"40",5,1,1,1,1,1
"41",3,0,1,1,1,0
"42",3,1,1,0,1,0
"43",4,1,1,1,0,1
"44",3,1,1,1,0,0
"45",3,1,0,1,0,1
"46",3,1,1,1,0,0
"47",2,0,1,0,0,1
"48",5,1,1,1,1,1
"49",3,1,1,0,0,1
"50",3,1,1,0,1,0
"51",2,0,1,0,1,0
"52",3,1,0,1,0,1
"53",3,1,1,0,0,1
"54",2,1,0,1,0,0
"55",3,1,1,0,0,1
"56",1,0,0,1,0,0
"57",4,1,1,1,0,1
"58",3,0,1,1,1,0
"59",2,0,1,1,0,0
"60",3,1,0,0,1,1
"61",2,1,0,0,0,1
"62",2,0,1,1,0,0
"63",2,1,0,1,0,0
"64",2,0,1,1,0,0
"65",3,0,1,1,0,1
"66",3,1,1,0,1,0
"67",3,1,1,1,0,0
"68",3,0,1,0,1,1
"69",1,0,0,0,0,1
"70",2,1,0,0,0,1
"71",2,1,0,0,0,1
"72",3,1,1,0,0,1
"73",4,0,1,1,1,1
"74",4,1,1,1,1,0
"75",1,0,0,0,1,0
"76",2,0,1,0,0,1
"77",2,0,1,1,0,0
"78",3,0,1,1,0,1
"79",1,0,0,0,0,1
"80",1,0,0,1,0,0
"81",1,0,1,0,0,0
"82",2,0,0,1,1,0
"83",4,0,1,1,1,1
"84",3,1,1,0,0,1
"85",3,1,1,1,0,0
"86",1,0,1,0,0,0
"87",2,0,1,0,1,0
"88",4,0,1,1,1,1
"89",1,0,0,1,0,0
"90",2,1,1,0,0,0
"91",2,0,0,0,1,1
"92",2,0,0,0,1,1
"93",2,0,1,1,0,0
"94",2,0,1,1,0,0
"95",4,0,1,1,1,1
"96",3,1,0,1,0,1
"97",2,0,0,1,1,0
"98",2,0,1,0,1,0
"99",2,1,0,1,0,0
"100",2,0,1,1,0,0
