"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,1,0
"2",3,0,1,1,0,1
"3",3,0,1,1,0,1
"4",3,1,0,1,1,0
"5",1,0,0,1,0,0
"6",0,0,0,0,0,0
"7",2,1,1,0,0,0
"8",1,0,0,0,1,0
"9",4,1,1,1,0,1
"10",0,0,0,0,0,0
"11",2,0,1,0,1,0
"12",3,1,0,0,1,1
"13",3,1,0,0,1,1
"14",4,1,1,0,1,1
"15",2,0,1,1,0,0
"16",2,1,1,0,0,0
"17",2,0,1,0,0,1
"18",3,1,0,1,0,1
"19",2,0,1,0,0,1
"20",2,0,1,0,1,0
"21",4,1,1,1,0,1
"22",4,0,1,1,1,1
"23",1,0,0,0,0,1
"24",3,0,1,0,1,1
"25",3,1,0,1,0,1
"26",3,1,0,1,1,0
"27",3,1,0,1,1,0
"28",3,1,0,1,0,1
"29",2,0,0,0,1,1
"30",1,0,0,1,0,0
"31",3,0,1,1,0,1
"32",2,0,0,1,0,1
"33",4,1,1,1,0,1
"34",2,0,1,0,1,0
"35",4,0,1,1,1,1
"36",0,0,0,0,0,0
"37",3,0,0,1,1,1
"38",2,1,1,0,0,0
"39",2,1,1,0,0,0
"40",4,1,1,1,1,0
"41",2,1,0,1,0,0
"42",1,0,0,0,0,1
"43",1,0,0,0,0,1
"44",4,1,1,1,0,1
"45",4,1,1,0,1,1
"46",4,0,1,1,1,1
"47",0,0,0,0,0,0
"48",2,0,1,0,1,0
"49",2,1,0,0,0,1
"50",2,0,0,1,1,0
