"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,0,1
"2",4,0,1,1,1,1
"3",3,1,0,0,1,1
"4",1,0,1,0,0,0
"5",5,1,1,1,1,1
"6",1,0,0,0,0,1
"7",3,0,1,1,0,1
"8",3,0,1,0,1,1
"9",4,0,1,1,1,1
"10",2,0,1,0,1,0
"11",2,0,1,1,0,0
"12",2,0,1,0,0,1
"13",4,1,1,1,0,1
"14",2,0,0,0,1,1
"15",2,0,1,0,0,1
"16",1,0,0,1,0,0
"17",2,1,1,0,0,0
"18",4,1,1,1,1,0
"19",4,0,1,1,1,1
"20",4,1,1,1,0,1
"21",2,1,0,1,0,0
"22",3,0,1,1,0,1
"23",1,0,0,0,1,0
"24",1,1,0,0,0,0
"25",4,1,1,1,1,0
"26",4,1,0,1,1,1
"27",2,0,1,0,1,0
"28",3,0,0,1,1,1
"29",2,1,1,0,0,0
"30",3,1,1,0,1,0
"31",3,0,1,1,0,1
"32",3,1,1,0,0,1
"33",3,1,0,1,1,0
"34",2,1,1,0,0,0
"35",0,0,0,0,0,0
"36",0,0,0,0,0,0
"37",5,1,1,1,1,1
"38",4,1,1,1,0,1
"39",2,1,0,0,0,1
"40",3,0,0,1,1,1
"41",3,0,1,0,1,1
"42",4,1,1,1,0,1
"43",2,1,0,0,0,1
"44",1,0,0,1,0,0
"45",3,0,1,0,1,1
"46",1,0,0,0,0,1
"47",3,1,0,0,1,1
"48",1,0,1,0,0,0
"49",4,1,1,1,0,1
"50",2,0,1,1,0,0
