"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,0,1
"2",3,0,1,1,1,0
"3",3,0,0,1,1,1
"4",2,0,0,1,1,0
"5",2,1,1,0,0,0
"6",1,1,0,0,0,0
"7",3,1,0,1,0,1
"8",3,1,0,0,1,1
"9",2,0,0,1,0,1
"10",2,1,0,0,1,0
"11",1,1,0,0,0,0
"12",0,0,0,0,0,0
"13",2,0,0,1,1,0
"14",3,1,0,1,0,1
"15",3,1,0,1,1,0
"16",1,0,0,0,1,0
"17",2,0,0,0,1,1
"18",3,0,1,1,0,1
"19",2,0,1,1,0,0
"20",3,0,1,1,0,1
"21",2,0,0,1,1,0
"22",3,1,1,1,0,0
"23",4,1,0,1,1,1
"24",2,1,0,0,0,1
"25",2,0,0,1,1,0
"26",3,1,0,1,0,1
"27",3,1,1,1,0,0
"28",1,0,0,0,1,0
"29",2,1,0,0,1,0
"30",3,1,0,1,0,1
"31",4,1,1,1,1,0
"32",4,1,0,1,1,1
"33",3,1,1,0,0,1
"34",1,0,0,0,1,0
"35",1,0,1,0,0,0
"36",3,1,1,0,0,1
"37",5,1,1,1,1,1
"38",2,0,0,0,1,1
"39",3,1,1,1,0,0
"40",4,1,0,1,1,1
"41",2,1,0,1,0,0
"42",3,0,1,1,0,1
"43",4,0,1,1,1,1
"44",4,1,1,1,1,0
"45",2,0,0,1,0,1
"46",1,0,0,0,1,0
"47",2,1,0,0,0,1
"48",1,0,0,0,0,1
"49",3,1,0,1,0,1
"50",3,1,1,1,0,0
