"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,1,0,0,0
"2",3,0,0,1,1,1
"3",2,0,1,1,0,0
"4",1,0,0,0,0,1
"5",2,1,0,0,0,1
"6",2,0,0,0,1,1
"7",1,0,0,0,1,0
"8",3,0,1,1,0,1
"9",3,1,1,0,0,1
"10",3,0,1,1,1,0
"11",5,1,1,1,1,1
"12",3,1,0,0,1,1
"13",2,0,0,0,1,1
"14",4,1,1,0,1,1
"15",2,0,1,1,0,0
"16",0,0,0,0,0,0
"17",2,1,0,0,1,0
"18",0,0,0,0,0,0
"19",4,1,1,1,0,1
"20",3,0,1,0,1,1
"21",3,1,1,0,1,0
"22",3,1,1,0,0,1
"23",3,0,1,1,1,0
"24",3,1,0,0,1,1
"25",1,0,0,0,0,1
"26",4,1,1,1,0,1
"27",3,1,0,1,1,0
"28",5,1,1,1,1,1
"29",3,1,0,1,0,1
"30",2,0,0,1,1,0
"31",0,0,0,0,0,0
"32",2,0,0,1,0,1
"33",3,1,1,0,1,0
"34",3,0,1,1,0,1
"35",0,0,0,0,0,0
"36",3,1,0,1,0,1
"37",1,0,0,1,0,0
"38",2,0,1,0,1,0
"39",3,1,1,1,0,0
"40",4,1,1,1,1,0
"41",1,0,0,0,0,1
"42",5,1,1,1,1,1
"43",3,1,0,1,0,1
"44",2,1,0,0,1,0
"45",0,0,0,0,0,0
"46",1,0,0,0,0,1
"47",2,0,1,0,1,0
"48",1,0,1,0,0,0
"49",2,0,0,1,0,1
"50",4,0,1,1,1,1
