"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,1,1,1,0,0,0,0,0,1,1
"2",6,0,1,1,0,1,1,0,0,1,1
"3",3,0,1,0,0,1,0,1,0,0,0
"4",6,1,1,1,0,1,0,1,0,1,0
"5",5,1,0,0,1,1,0,0,0,1,1
"6",4,0,1,1,0,0,0,1,1,0,0
"7",6,0,1,1,0,1,1,0,0,1,1
"8",6,1,1,0,0,1,0,1,0,1,1
"9",6,1,0,1,1,0,1,1,1,0,0
"10",7,1,1,0,1,1,1,1,0,1,0
"11",5,0,1,1,1,1,0,0,0,1,0
"12",6,1,1,0,0,0,1,1,1,0,1
"13",6,1,0,1,1,0,1,0,0,1,1
"14",3,0,1,0,0,1,0,0,0,0,1
"15",9,0,1,1,1,1,1,1,1,1,1
"16",4,0,0,1,0,1,1,0,0,1,0
"17",4,1,0,1,0,0,0,0,1,1,0
"18",5,0,0,0,1,1,0,0,1,1,1
"19",3,1,0,0,0,0,1,1,0,0,0
"20",6,0,1,1,1,0,1,0,0,1,1
"21",5,1,0,1,0,0,1,0,1,1,0
"22",4,1,0,1,0,1,0,0,0,1,0
"23",3,0,0,0,0,1,0,0,1,1,0
"24",4,1,1,0,1,0,1,0,0,0,0
"25",4,0,1,1,0,0,1,0,0,0,1
"26",3,0,0,1,0,0,0,1,1,0,0
"27",7,0,1,1,1,1,1,1,0,0,1
"28",4,1,0,1,1,1,0,0,0,0,0
"29",4,1,0,0,0,0,1,0,1,0,1
"30",4,0,0,0,0,1,1,0,1,0,1
"31",8,1,1,1,0,1,1,1,1,1,0
"32",7,1,0,1,0,1,1,1,1,0,1
"33",9,1,1,1,0,1,1,1,1,1,1
"34",4,0,0,0,0,1,0,1,1,0,1
"35",3,0,0,0,1,0,0,1,1,0,0
"36",4,1,0,0,0,0,1,0,1,0,1
"37",7,1,0,1,1,1,0,0,1,1,1
"38",5,0,0,0,0,1,1,1,1,0,1
"39",3,1,0,1,0,0,0,1,0,0,0
"40",6,0,1,1,1,1,0,0,0,1,1
"41",2,0,0,0,0,1,1,0,0,0,0
"42",3,0,0,1,0,1,0,0,0,0,1
"43",4,1,0,1,0,0,0,1,1,0,0
"44",4,0,1,0,0,0,0,1,0,1,1
"45",4,0,1,1,0,1,0,0,0,0,1
"46",5,0,0,1,1,1,0,0,0,1,1
"47",4,0,1,0,0,0,1,0,0,1,1
"48",2,0,0,0,0,0,0,0,1,0,1
"49",4,1,0,1,0,1,0,1,0,0,0
"50",6,0,1,0,1,0,1,1,1,0,1
"51",5,0,1,1,0,1,0,0,1,0,1
"52",4,1,1,1,0,0,1,0,0,0,0
"53",5,1,0,0,1,0,0,0,1,1,1
"54",3,0,1,0,0,0,1,0,1,0,0
"55",5,1,1,1,0,1,0,1,0,0,0
"56",3,0,0,1,1,0,0,0,1,0,0
"57",5,1,0,0,1,1,1,0,1,0,0
"58",4,1,1,1,0,0,0,0,0,1,0
"59",5,0,0,1,0,0,1,1,0,1,1
"60",6,1,0,1,0,1,0,0,1,1,1
"61",5,1,0,0,1,1,1,0,0,1,0
"62",4,0,0,1,0,1,0,1,0,1,0
"63",4,0,0,0,1,0,1,0,1,1,0
"64",5,0,1,1,0,0,1,0,0,1,1
"65",8,1,0,1,1,1,0,1,1,1,1
"66",5,0,0,0,1,1,1,1,0,0,1
"67",3,0,1,0,1,0,1,0,0,0,0
"68",4,0,1,0,1,0,0,1,1,0,0
"69",5,0,1,1,0,1,0,1,1,0,0
"70",6,1,0,0,0,0,1,1,1,1,1
"71",6,0,1,1,1,0,1,0,1,0,1
"72",3,0,0,0,1,0,1,0,0,1,0
"73",6,0,0,1,0,1,1,1,0,1,1
"74",5,0,0,0,1,1,1,0,1,0,1
"75",5,1,0,0,0,1,0,1,1,0,1
"76",4,1,1,0,0,1,0,0,0,0,1
"77",6,1,1,1,1,1,0,0,0,1,0
"78",6,1,0,0,1,1,1,0,0,1,1
"79",3,1,1,0,0,0,0,1,0,0,0
"80",3,0,1,0,0,1,1,0,0,0,0
"81",3,0,0,1,1,0,0,0,1,0,0
"82",7,0,1,0,0,1,1,1,1,1,1
"83",6,1,0,1,0,1,0,1,1,1,0
"84",6,1,0,1,1,1,0,1,0,0,1
"85",5,1,1,0,1,1,0,0,0,1,0
"86",4,0,0,1,0,1,1,0,0,1,0
"87",6,1,0,1,0,1,1,1,0,0,1
"88",4,0,1,1,1,0,0,0,0,0,1
"89",4,1,1,0,0,1,1,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0
"91",6,1,0,0,1,0,1,0,1,1,1
"92",4,0,0,1,1,0,0,0,1,0,1
"93",5,1,0,0,1,0,1,0,1,0,1
"94",5,0,1,0,0,1,0,1,1,0,1
"95",3,1,1,1,0,0,0,0,0,0,0
"96",4,0,1,1,0,0,0,1,1,0,0
"97",5,1,0,0,1,1,0,0,1,0,1
"98",4,0,1,0,1,0,0,0,1,0,1
"99",7,1,1,0,1,1,1,1,1,0,0
"100",6,0,1,1,0,0,1,1,1,0,1
