"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,0,1,1,1,1
"2",2,0,0,1,0,1
"3",4,1,1,0,1,1
"4",2,0,1,0,1,0
"5",3,1,0,1,0,1
"6",3,0,1,0,1,1
"7",1,0,1,0,0,0
"8",2,0,0,1,1,0
"9",3,1,0,0,1,1
"10",3,1,0,1,1,0
"11",3,1,0,1,0,1
"12",3,1,1,0,0,1
"13",4,1,1,1,0,1
"14",1,0,1,0,0,0
"15",3,1,1,0,1,0
"16",3,0,1,1,0,1
"17",4,1,0,1,1,1
"18",2,1,0,0,0,1
"19",3,1,0,1,1,0
"20",4,0,1,1,1,1
"21",4,0,1,1,1,1
"22",4,1,1,0,1,1
"23",3,1,1,0,0,1
"24",3,1,1,1,0,0
"25",3,0,1,1,0,1
"26",3,0,1,1,0,1
"27",2,0,1,0,0,1
"28",4,1,1,1,1,0
"29",4,0,1,1,1,1
"30",3,0,1,1,1,0
"31",3,1,1,1,0,0
"32",2,0,0,1,0,1
"33",3,0,1,0,1,1
"34",4,1,1,1,1,0
"35",2,0,0,0,1,1
"36",1,0,0,0,1,0
"37",4,0,1,1,1,1
"38",1,0,0,1,0,0
"39",3,0,0,1,1,1
"40",3,1,1,0,0,1
"41",3,1,0,1,1,0
"42",3,1,0,0,1,1
"43",2,0,1,0,1,0
"44",0,0,0,0,0,0
"45",2,0,1,1,0,0
"46",1,0,0,0,0,1
"47",2,0,1,1,0,0
"48",1,1,0,0,0,0
"49",1,0,1,0,0,0
"50",2,0,1,0,0,1
"51",1,0,0,0,1,0
"52",5,1,1,1,1,1
"53",3,1,0,1,0,1
"54",1,0,1,0,0,0
"55",3,1,1,1,0,0
"56",1,0,0,0,1,0
"57",2,1,0,0,0,1
"58",3,0,1,0,1,1
"59",4,1,1,1,1,0
"60",4,1,1,1,1,0
"61",2,1,0,1,0,0
"62",3,1,1,0,1,0
"63",1,0,1,0,0,0
"64",0,0,0,0,0,0
"65",3,1,1,0,0,1
"66",3,1,1,0,1,0
"67",3,1,0,1,0,1
"68",3,1,0,0,1,1
"69",2,0,0,1,1,0
"70",3,1,0,1,1,0
"71",1,0,0,1,0,0
"72",2,0,0,1,1,0
"73",2,0,1,0,1,0
"74",5,1,1,1,1,1
"75",2,0,1,0,0,1
"76",4,0,1,1,1,1
"77",3,1,0,1,0,1
"78",4,1,1,1,1,0
"79",1,1,0,0,0,0
"80",2,1,1,0,0,0
"81",2,0,0,0,1,1
"82",4,1,1,1,0,1
"83",2,0,1,1,0,0
"84",3,1,0,0,1,1
"85",3,1,0,1,1,0
"86",2,1,0,1,0,0
"87",4,1,1,0,1,1
"88",2,0,1,0,1,0
"89",3,0,0,1,1,1
"90",4,1,0,1,1,1
"91",0,0,0,0,0,0
"92",4,0,1,1,1,1
"93",1,0,1,0,0,0
"94",3,1,0,1,0,1
"95",2,0,1,1,0,0
"96",4,1,0,1,1,1
"97",1,0,1,0,0,0
"98",3,0,1,1,0,1
"99",3,0,0,1,1,1
"100",3,1,1,0,1,0
