"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",14,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"2",8,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1
"3",15,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
"4",7,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"5",7,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"6",14,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"7",9,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
"8",3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9",10,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
"10",12,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0
"11",13,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
"12",10,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
"13",9,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
"14",7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"15",8,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"16",8,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
"17",13,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0
"18",12,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"19",11,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1
"20",10,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
"21",8,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"22",11,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
"23",13,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1
"24",10,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1
"25",7,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"26",8,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
"27",10,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1
"28",8,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0
"29",10,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
"30",8,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
"31",12,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0
"32",11,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
"33",8,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
"34",6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"35",6,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"36",11,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"37",5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"38",11,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
"39",7,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"40",9,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
"41",11,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
"42",14,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"43",9,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
"44",5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"45",12,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0
"46",11,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0
"47",12,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
"48",9,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
"49",13,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"50",12,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
"51",9,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1
"52",11,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1
"53",9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"54",10,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"55",11,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
"56",10,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
"57",8,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
"58",11,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1
"59",6,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"60",11,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
"61",14,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"62",7,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"63",10,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
"64",12,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
"65",10,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0
"66",10,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
"67",11,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0
"68",12,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1
"69",9,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0
"70",9,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
"71",11,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
"72",9,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
"73",9,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
"74",12,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"75",10,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1
"76",10,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1
"77",11,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1
"78",9,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0
"79",8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
"80",9,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
"81",12,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1
"82",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"83",13,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1
"84",9,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"85",10,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
"86",7,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"87",11,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
"88",9,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0
"89",14,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1
"90",11,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
"91",11,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
"92",8,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"93",9,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0
"94",11,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
"95",10,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
"96",12,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0
"97",10,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"98",12,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1
"99",11,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1
"100",11,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1
