"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",5,1,1,1,1,1
"2",3,0,1,1,1,0
"3",3,1,1,1,0,0
"4",3,0,0,1,1,1
"5",3,1,1,1,0,0
"6",1,1,0,0,0,0
"7",1,0,1,0,0,0
"8",3,1,1,0,1,0
"9",2,0,1,1,0,0
"10",1,0,0,0,0,1
"11",5,1,1,1,1,1
"12",2,1,0,1,0,0
"13",4,1,1,1,1,0
"14",4,1,1,0,1,1
"15",0,0,0,0,0,0
"16",3,0,1,0,1,1
"17",4,1,0,1,1,1
"18",1,0,0,0,0,1
"19",4,1,1,1,0,1
"20",2,0,0,1,1,0
"21",1,0,0,0,1,0
"22",3,1,0,1,1,0
"23",3,0,1,1,1,0
"24",3,1,0,1,1,0
"25",3,0,1,1,0,1
"26",3,1,0,1,0,1
"27",4,1,0,1,1,1
"28",3,0,0,1,1,1
"29",1,0,1,0,0,0
"30",1,1,0,0,0,0
"31",3,1,0,0,1,1
"32",3,0,1,1,1,0
"33",4,1,1,1,0,1
"34",0,0,0,0,0,0
"35",2,1,0,1,0,0
"36",3,0,1,1,1,0
"37",4,1,1,0,1,1
"38",3,1,1,0,0,1
"39",2,0,1,1,0,0
"40",1,0,0,0,0,1
"41",3,1,1,1,0,0
"42",3,0,1,1,1,0
"43",3,1,1,0,1,0
"44",3,0,0,1,1,1
"45",4,1,1,1,1,0
"46",2,1,0,0,1,0
"47",4,0,1,1,1,1
"48",3,1,0,1,0,1
"49",3,0,1,1,0,1
"50",4,1,1,1,0,1
