"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",0,0,0,0,0,0
"2",4,1,1,1,0,1
"3",4,1,1,0,1,1
"4",1,0,0,0,0,1
"5",4,0,1,1,1,1
"6",3,1,1,0,0,1
"7",1,0,0,0,0,1
"8",3,1,1,0,1,0
"9",1,0,0,0,0,1
"10",3,1,1,1,0,0
"11",2,0,1,1,0,0
"12",3,0,0,1,1,1
"13",1,0,0,0,0,1
"14",1,0,1,0,0,0
"15",2,1,1,0,0,0
"16",3,0,1,1,1,0
"17",3,1,0,0,1,1
"18",3,1,1,0,1,0
"19",1,0,1,0,0,0
"20",4,1,0,1,1,1
"21",3,0,1,0,1,1
"22",2,1,0,0,0,1
"23",4,0,1,1,1,1
"24",3,0,1,0,1,1
"25",2,0,1,0,0,1
"26",2,0,0,0,1,1
"27",2,0,0,1,0,1
"28",3,1,1,1,0,0
"29",3,1,1,0,1,0
"30",3,1,0,1,0,1
"31",2,0,1,1,0,0
"32",3,0,1,1,1,0
"33",3,1,1,1,0,0
"34",3,1,1,0,1,0
"35",2,0,1,0,0,1
"36",2,1,1,0,0,0
"37",2,1,1,0,0,0
"38",0,0,0,0,0,0
"39",4,1,1,1,1,0
"40",2,0,1,0,0,1
"41",1,0,1,0,0,0
"42",3,0,0,1,1,1
"43",4,1,1,0,1,1
"44",3,0,0,1,1,1
"45",2,0,1,0,0,1
"46",4,1,1,1,0,1
"47",2,0,0,1,1,0
"48",2,0,1,0,0,1
"49",3,0,1,0,1,1
"50",4,1,0,1,1,1
"51",1,0,1,0,0,0
"52",0,0,0,0,0,0
"53",4,1,1,1,1,0
"54",4,1,1,0,1,1
"55",1,0,1,0,0,0
"56",1,0,0,0,1,0
"57",5,1,1,1,1,1
"58",2,1,0,1,0,0
"59",2,0,0,1,0,1
"60",2,1,0,0,1,0
"61",1,1,0,0,0,0
"62",2,1,0,1,0,0
"63",3,0,1,1,0,1
"64",3,0,1,1,0,1
"65",2,0,1,0,0,1
"66",3,0,1,1,0,1
"67",4,1,1,1,0,1
"68",2,1,0,1,0,0
"69",2,0,0,0,1,1
"70",1,0,0,1,0,0
"71",3,0,0,1,1,1
"72",3,0,1,1,1,0
"73",3,1,0,1,1,0
"74",0,0,0,0,0,0
"75",3,1,1,1,0,0
"76",2,1,1,0,0,0
"77",4,1,1,1,1,0
"78",3,0,0,1,1,1
"79",1,0,0,0,1,0
"80",2,0,1,0,1,0
"81",3,1,1,0,1,0
"82",3,0,1,1,1,0
"83",1,0,1,0,0,0
"84",1,0,0,0,0,1
"85",2,1,0,0,1,0
"86",3,0,1,0,1,1
"87",2,1,0,0,0,1
"88",2,0,1,0,1,0
"89",3,1,1,1,0,0
"90",4,1,1,0,1,1
"91",1,0,0,1,0,0
"92",3,1,1,1,0,0
"93",1,0,0,0,1,0
"94",2,1,0,0,0,1
"95",4,1,1,0,1,1
"96",3,1,1,0,1,0
"97",2,1,0,1,0,0
"98",4,1,0,1,1,1
"99",3,0,1,1,0,1
"100",2,1,1,0,0,0
