"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,1,0
"2",2,0,1,1,0,0
"3",4,1,1,1,0,1
"4",3,1,1,1,0,0
"5",2,1,1,0,0,0
"6",1,0,1,0,0,0
"7",2,0,0,0,1,1
"8",2,1,1,0,0,0
"9",2,1,0,0,1,0
"10",2,0,0,1,1,0
"11",3,1,1,1,0,0
"12",3,1,1,0,1,0
"13",0,0,0,0,0,0
"14",4,1,0,1,1,1
"15",4,1,1,1,1,0
"16",0,0,0,0,0,0
"17",1,1,0,0,0,0
"18",1,0,0,0,1,0
"19",1,1,0,0,0,0
"20",2,0,1,0,0,1
"21",3,0,1,1,1,0
"22",3,0,1,1,0,1
"23",4,1,1,1,0,1
"24",2,1,0,0,1,0
"25",2,1,1,0,0,0
"26",4,0,1,1,1,1
"27",2,0,1,0,0,1
"28",4,1,0,1,1,1
"29",1,0,0,0,1,0
"30",3,0,1,1,0,1
"31",1,0,0,1,0,0
"32",3,0,0,1,1,1
"33",4,1,1,1,1,0
"34",1,0,1,0,0,0
"35",2,0,1,0,0,1
"36",4,1,1,0,1,1
"37",3,0,1,1,1,0
"38",2,1,0,1,0,0
"39",2,0,0,0,1,1
"40",0,0,0,0,0,0
"41",5,1,1,1,1,1
"42",2,0,1,1,0,0
"43",1,0,1,0,0,0
"44",4,1,1,0,1,1
"45",3,1,0,1,0,1
"46",4,0,1,1,1,1
"47",3,1,1,1,0,0
"48",1,0,0,0,0,1
"49",3,1,0,1,0,1
"50",2,0,0,0,1,1
