"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,0,1,1
"2",3,1,0,0,1,1
"3",2,0,1,1,0,0
"4",3,1,1,1,0,0
"5",4,1,1,1,1,0
"6",3,1,1,0,0,1
"7",1,0,0,1,0,0
"8",3,1,0,0,1,1
"9",4,1,1,1,1,0
"10",5,1,1,1,1,1
"11",0,0,0,0,0,0
"12",3,0,1,1,0,1
"13",3,1,0,0,1,1
"14",4,1,1,0,1,1
"15",3,1,0,1,1,0
"16",3,0,1,0,1,1
"17",2,0,0,0,1,1
"18",2,0,1,0,1,0
"19",1,0,1,0,0,0
"20",0,0,0,0,0,0
"21",4,0,1,1,1,1
"22",2,1,0,0,0,1
"23",2,0,0,1,0,1
"24",3,1,0,0,1,1
"25",3,0,1,1,0,1
"26",4,1,1,0,1,1
"27",2,0,0,1,0,1
"28",1,0,0,0,1,0
"29",0,0,0,0,0,0
"30",4,0,1,1,1,1
"31",0,0,0,0,0,0
"32",3,1,0,0,1,1
"33",1,0,1,0,0,0
"34",2,1,0,0,0,1
"35",1,0,0,0,1,0
"36",3,0,1,1,1,0
"37",4,1,0,1,1,1
"38",4,1,1,0,1,1
"39",1,0,0,1,0,0
"40",4,1,1,1,0,1
"41",4,1,0,1,1,1
"42",2,1,0,0,1,0
"43",2,1,0,0,1,0
"44",4,1,0,1,1,1
"45",2,0,1,1,0,0
"46",1,0,0,1,0,0
"47",1,0,0,0,0,1
"48",3,0,0,1,1,1
"49",3,1,1,0,0,1
"50",3,0,0,1,1,1
