"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",12,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
"2",12,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
"3",9,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0
"4",10,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"5",12,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0
"6",7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"7",10,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0
"8",12,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
"9",9,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
"10",9,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0
"11",9,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
"12",10,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
"13",10,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
"14",10,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1
"15",10,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1
"16",14,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"17",12,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
"18",6,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"19",8,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0
"20",13,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1
"21",11,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0
"22",6,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"23",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"24",10,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"25",12,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1
"26",9,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"27",11,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1
"28",10,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1
"29",9,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"30",8,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
"31",13,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
"32",5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"33",11,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0
"34",10,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
"35",9,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0
"36",9,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
"37",8,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
"38",10,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0
"39",9,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
"40",6,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"41",11,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0
"42",12,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
"43",6,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"44",8,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"45",8,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"46",9,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
"47",14,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
"48",11,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1
"49",11,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
"50",12,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
