"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,1,0,1,1,0,1,0,0
"2",3,0,0,0,0,1,1,0,0,0,1
"3",5,1,0,0,1,1,0,0,1,0,1
"4",6,0,0,1,0,1,1,1,1,1,0
"5",3,0,0,1,1,0,0,1,0,0,0
"6",3,0,1,0,0,0,0,1,0,0,1
"7",2,0,0,0,0,0,0,1,0,1,0
"8",4,0,1,1,1,1,0,0,0,0,0
"9",4,0,0,0,1,1,0,1,0,0,1
"10",6,1,1,0,1,0,1,0,1,0,1
"11",5,1,0,0,1,1,0,0,1,0,1
"12",4,0,0,1,0,1,1,0,0,0,1
"13",5,1,0,1,1,0,1,1,0,0,0
"14",7,1,1,1,1,1,0,0,1,1,0
"15",2,1,0,0,0,0,1,0,0,0,0
"16",4,0,0,1,0,0,1,0,1,1,0
"17",6,1,0,1,1,1,0,0,1,1,0
"18",3,0,1,0,0,1,0,0,1,0,0
"19",7,1,1,0,1,0,0,1,1,1,1
"20",3,1,1,0,0,0,0,0,0,1,0
"21",6,0,0,1,0,1,1,1,1,1,0
"22",3,0,0,0,0,1,0,1,0,1,0
"23",6,1,0,1,1,1,0,0,1,0,1
"24",6,1,0,0,1,0,0,1,1,1,1
"25",4,0,0,1,1,1,0,0,0,1,0
"26",7,1,1,0,1,1,1,1,0,0,1
"27",6,0,1,1,0,1,1,1,0,1,0
"28",3,0,0,0,0,1,1,1,0,0,0
"29",4,0,0,1,1,1,0,0,0,0,1
"30",4,0,0,1,1,0,1,0,1,0,0
"31",6,0,1,1,1,1,0,0,1,0,1
"32",3,0,0,1,0,0,0,1,0,0,1
"33",6,1,1,0,1,0,0,1,1,0,1
"34",3,0,1,0,1,0,1,0,0,0,0
"35",5,0,1,1,0,1,0,0,0,1,1
"36",6,1,1,0,1,0,0,1,1,1,0
"37",5,0,1,1,0,0,1,1,0,0,1
"38",4,0,0,0,1,0,0,0,1,1,1
"39",5,0,1,1,0,0,0,1,1,0,1
"40",6,1,0,1,1,0,1,0,0,1,1
"41",5,1,0,0,1,0,1,0,0,1,1
"42",5,0,1,1,0,0,1,0,1,1,0
"43",4,0,0,1,0,1,1,0,0,0,1
"44",4,0,0,1,1,1,0,1,0,0,0
"45",3,1,1,0,0,0,0,1,0,0,0
"46",4,1,1,1,1,0,0,0,0,0,0
"47",9,1,1,1,1,0,1,1,1,1,1
"48",3,0,0,0,0,0,1,0,0,1,1
"49",4,1,1,0,1,0,0,0,0,0,1
"50",4,1,0,0,0,0,1,0,1,0,1
