"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",0,0,0,0,0,0
"2",3,1,0,0,1,1
"3",1,0,0,1,0,0
"4",3,0,1,1,1,0
"5",1,0,0,1,0,0
"6",1,0,0,0,1,0
"7",2,1,0,1,0,0
"8",3,0,0,1,1,1
"9",0,0,0,0,0,0
"10",2,1,0,1,0,0
"11",3,0,0,1,1,1
"12",0,0,0,0,0,0
"13",0,0,0,0,0,0
"14",1,0,0,0,0,1
"15",4,0,1,1,1,1
"16",4,1,1,1,1,0
"17",2,1,0,0,1,0
"18",2,0,0,1,1,0
"19",1,0,0,0,1,0
"20",3,0,1,1,0,1
"21",2,1,1,0,0,0
"22",3,1,1,0,0,1
"23",3,0,1,1,0,1
"24",3,1,0,1,0,1
"25",2,1,0,1,0,0
"26",2,1,0,0,1,0
"27",1,1,0,0,0,0
"28",1,0,0,0,0,1
"29",4,1,1,1,1,0
"30",3,1,1,1,0,0
"31",4,1,0,1,1,1
"32",2,0,1,0,0,1
"33",4,1,1,0,1,1
"34",1,0,0,0,0,1
"35",2,0,0,1,0,1
"36",4,0,1,1,1,1
"37",2,0,0,1,0,1
"38",1,1,0,0,0,0
"39",4,1,1,1,1,0
"40",4,0,1,1,1,1
"41",0,0,0,0,0,0
"42",3,1,1,0,1,0
"43",3,0,0,1,1,1
"44",4,1,0,1,1,1
"45",3,0,1,0,1,1
"46",3,0,1,1,1,0
"47",1,0,0,0,0,1
"48",2,1,0,0,0,1
"49",4,1,1,0,1,1
"50",1,0,0,0,1,0
"51",3,1,1,0,1,0
"52",2,1,0,0,1,0
"53",0,0,0,0,0,0
"54",2,0,1,0,0,1
"55",3,0,0,1,1,1
"56",2,0,0,1,0,1
"57",2,1,0,0,1,0
"58",2,0,1,1,0,0
"59",2,1,1,0,0,0
"60",3,1,1,0,1,0
"61",2,1,1,0,0,0
"62",2,0,0,1,1,0
"63",2,1,0,0,1,0
"64",4,0,1,1,1,1
"65",3,1,0,1,1,0
"66",2,0,0,0,1,1
"67",2,1,1,0,0,0
"68",0,0,0,0,0,0
"69",2,0,1,0,0,1
"70",1,1,0,0,0,0
"71",4,1,1,0,1,1
"72",3,1,0,0,1,1
"73",3,1,1,1,0,0
"74",3,1,1,0,1,0
"75",2,0,0,1,0,1
"76",3,1,0,0,1,1
"77",3,0,1,1,0,1
"78",1,1,0,0,0,0
"79",2,0,0,0,1,1
"80",1,0,0,0,1,0
"81",0,0,0,0,0,0
"82",3,1,1,0,1,0
"83",3,0,1,0,1,1
"84",3,0,0,1,1,1
"85",2,0,1,0,0,1
"86",3,0,1,0,1,1
"87",3,1,0,0,1,1
"88",2,1,0,0,0,1
"89",2,1,0,0,1,0
"90",2,0,1,0,1,0
"91",2,0,1,1,0,0
"92",2,1,1,0,0,0
"93",2,1,0,0,1,0
"94",1,0,0,0,1,0
"95",3,1,1,0,1,0
"96",1,0,0,1,0,0
"97",2,0,0,0,1,1
"98",4,0,1,1,1,1
"99",0,0,0,0,0,0
"100",0,0,0,0,0,0
