"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"5",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"9",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"10",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"13",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"14",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"15",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"19",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"20",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"21",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"23",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"24",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"25",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"26",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"27",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"28",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"29",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"30",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"31",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"32",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"33",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"34",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"38",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"39",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"41",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"42",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"43",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"44",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"45",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"46",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"47",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"48",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"49",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"50",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"51",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"52",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"53",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"54",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"55",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"59",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"61",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"62",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
