"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,1,0,0,0,1,0,1,1
"2",7,1,0,1,1,1,0,1,0,1,1
"3",2,1,0,0,0,0,0,0,0,0,1
"4",7,0,1,1,1,0,1,0,1,1,1
"5",4,0,1,1,1,1,0,0,0,0,0
"6",5,0,0,1,1,0,1,1,0,1,0
"7",5,1,1,1,1,1,0,0,0,0,0
"8",3,1,0,1,0,0,1,0,0,0,0
"9",4,1,1,1,0,1,0,0,0,0,0
"10",6,1,1,0,0,1,0,1,0,1,1
"11",3,0,0,1,0,0,0,0,1,1,0
"12",3,0,0,0,0,0,0,1,0,1,1
"13",7,1,1,1,1,1,0,0,0,1,1
"14",6,0,1,0,1,1,0,1,1,1,0
"15",7,1,1,1,1,0,1,0,1,1,0
"16",4,0,1,0,1,0,1,0,0,1,0
"17",6,1,1,0,0,0,0,1,1,1,1
"18",6,1,0,0,1,1,1,0,1,0,1
"19",5,0,1,1,0,1,1,1,0,0,0
"20",9,1,0,1,1,1,1,1,1,1,1
"21",5,0,0,1,0,0,1,1,1,0,1
"22",5,0,1,1,0,0,1,0,1,1,0
"23",4,1,0,0,1,0,1,1,0,0,0
"24",4,0,1,1,0,1,0,0,0,0,1
"25",4,1,0,0,0,0,1,0,1,0,1
"26",4,0,0,0,1,1,1,0,0,1,0
"27",8,1,1,0,1,1,1,1,1,0,1
"28",5,0,0,1,0,0,1,1,1,0,1
"29",3,0,1,0,0,0,0,1,0,1,0
"30",4,1,0,0,1,0,0,1,0,0,1
"31",8,1,1,1,1,0,1,0,1,1,1
"32",7,1,0,1,1,1,1,0,1,0,1
"33",7,1,1,1,0,1,1,0,0,1,1
"34",4,0,1,0,1,1,0,1,0,0,0
"35",7,0,0,0,1,1,1,1,1,1,1
"36",5,1,0,0,0,1,0,1,1,1,0
"37",3,0,0,1,0,1,0,1,0,0,0
"38",6,0,0,0,1,1,1,1,0,1,1
"39",3,0,0,0,1,0,0,0,1,0,1
"40",4,1,0,1,1,0,0,0,1,0,0
"41",4,0,1,1,1,0,0,1,0,0,0
"42",5,1,1,0,1,0,0,1,1,0,0
"43",5,0,1,1,1,0,1,1,0,0,0
"44",5,0,0,1,0,1,1,1,0,1,0
"45",4,0,0,0,1,1,0,1,1,0,0
"46",3,0,0,0,0,0,0,1,1,0,1
"47",5,1,0,0,0,1,1,0,0,1,1
"48",4,0,1,0,1,0,1,1,0,0,0
"49",6,0,1,1,0,0,1,1,1,1,0
"50",7,0,1,0,0,1,1,1,1,1,1
