"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,1,0
"2",2,0,1,1,0,0
"3",3,1,1,0,1,0
"4",3,1,1,1,0,0
"5",0,0,0,0,0,0
"6",5,1,1,1,1,1
"7",3,0,1,1,1,0
"8",4,1,1,1,0,1
"9",3,0,1,1,1,0
"10",2,0,0,1,1,0
"11",2,0,1,0,1,0
"12",2,0,1,0,0,1
"13",3,1,1,1,0,0
"14",4,1,0,1,1,1
"15",4,1,1,1,1,0
"16",2,0,0,1,0,1
"17",0,0,0,0,0,0
"18",4,1,1,1,0,1
"19",2,1,1,0,0,0
"20",2,0,1,0,1,0
"21",1,0,1,0,0,0
"22",3,1,1,0,1,0
"23",3,1,0,0,1,1
"24",0,0,0,0,0,0
"25",3,1,1,1,0,0
"26",2,0,1,1,0,0
"27",4,1,0,1,1,1
"28",2,0,0,1,1,0
"29",5,1,1,1,1,1
"30",1,0,1,0,0,0
"31",2,1,0,0,1,0
"32",2,0,0,1,0,1
"33",1,0,0,0,1,0
"34",5,1,1,1,1,1
"35",2,0,0,0,1,1
"36",2,0,0,1,0,1
"37",4,1,1,0,1,1
"38",3,0,1,1,1,0
"39",2,0,0,1,0,1
"40",2,0,0,0,1,1
"41",4,0,1,1,1,1
"42",1,0,1,0,0,0
"43",0,0,0,0,0,0
"44",2,1,0,0,0,1
"45",3,1,0,0,1,1
"46",3,1,0,1,0,1
"47",2,0,1,0,0,1
"48",2,0,0,1,0,1
"49",3,0,1,1,0,1
"50",2,0,1,0,0,1
