"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,1,1,0,1,1
"2",2,0,0,0,1,1
"3",3,1,0,1,1,0
"4",3,1,1,1,0,0
"5",4,1,1,1,0,1
"6",2,0,0,1,0,1
"7",2,1,0,0,0,1
"8",1,1,0,0,0,0
"9",2,0,1,0,0,1
"10",2,1,0,0,1,0
"11",1,0,0,0,1,0
"12",2,0,1,1,0,0
"13",2,0,1,0,0,1
"14",1,1,0,0,0,0
"15",3,1,1,0,1,0
"16",1,0,0,0,1,0
"17",4,0,1,1,1,1
"18",2,0,0,1,1,0
"19",3,0,1,1,1,0
"20",2,0,0,1,0,1
"21",3,1,1,0,1,0
"22",3,1,1,0,1,0
"23",4,1,1,0,1,1
"24",2,0,0,1,0,1
"25",2,0,0,0,1,1
"26",2,0,1,1,0,0
"27",3,1,0,1,1,0
"28",2,1,0,0,1,0
"29",1,0,0,1,0,0
"30",3,1,0,1,0,1
"31",2,1,0,0,0,1
"32",2,0,0,0,1,1
"33",0,0,0,0,0,0
"34",3,0,0,1,1,1
"35",2,1,0,1,0,0
"36",4,1,1,1,0,1
"37",3,0,1,0,1,1
"38",2,0,0,1,0,1
"39",1,0,0,1,0,0
"40",2,1,0,0,0,1
"41",4,1,1,0,1,1
"42",2,0,1,0,1,0
"43",2,0,0,1,1,0
"44",3,1,1,1,0,0
"45",3,1,1,1,0,0
"46",2,1,0,1,0,0
"47",2,1,0,0,1,0
"48",3,1,0,1,1,0
"49",2,0,0,1,0,1
"50",3,1,1,0,1,0
