"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",15,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
"2",9,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1
"3",11,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
"4",4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"5",7,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
"6",8,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
"7",11,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
"8",10,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
"9",12,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0
"10",9,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
"11",10,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
"12",11,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0
"13",9,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
"14",15,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
"15",11,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
"16",14,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0
"17",14,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0
"18",7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
"19",13,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
"20",6,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
"21",9,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1
"22",10,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0
"23",6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
"24",9,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1
"25",14,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
"26",8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
"27",8,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
"28",11,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
"29",15,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"30",7,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0
"31",5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"32",7,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
"33",7,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
"34",7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
"35",10,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1
"36",10,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
"37",14,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
"38",10,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
"39",10,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"40",11,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
"41",8,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"42",11,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
"43",7,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
"44",12,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1
"45",8,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"46",10,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1
"47",11,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
"48",10,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"49",12,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1
"50",7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
"51",10,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
"52",11,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"53",11,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
"54",11,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1
"55",12,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1
"56",8,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"57",11,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1
"58",6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"59",13,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
