"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",5,1,1,1,1,1
"2",3,1,0,0,1,1
"3",2,0,0,1,1,0
"4",2,0,0,1,1,0
"5",1,0,0,0,1,0
"6",3,1,1,1,0,0
"7",3,1,0,1,1,0
"8",2,0,1,0,0,1
"9",3,1,0,1,1,0
"10",1,0,0,0,0,1
"11",3,0,1,0,1,1
"12",1,0,1,0,0,0
"13",2,0,0,1,1,0
"14",3,1,0,1,1,0
"15",5,1,1,1,1,1
"16",2,0,1,0,1,0
"17",2,0,1,0,1,0
"18",2,0,1,0,0,1
"19",4,1,1,1,1,0
"20",1,0,0,1,0,0
"21",4,1,0,1,1,1
"22",2,0,1,0,1,0
"23",3,1,1,0,0,1
"24",3,1,1,1,0,0
"25",2,0,1,1,0,0
"26",1,0,0,0,1,0
"27",3,1,1,0,1,0
"28",2,0,1,0,0,1
"29",1,0,0,0,0,1
"30",1,0,0,0,1,0
"31",3,1,1,0,1,0
"32",2,0,1,0,1,0
"33",1,0,0,1,0,0
"34",2,1,0,0,1,0
"35",1,1,0,0,0,0
"36",3,1,0,0,1,1
"37",3,0,1,1,0,1
"38",0,0,0,0,0,0
"39",2,0,1,1,0,0
"40",3,1,1,0,0,1
"41",4,1,1,1,0,1
"42",2,1,0,1,0,0
"43",3,0,0,1,1,1
"44",5,1,1,1,1,1
"45",3,1,1,0,1,0
"46",2,1,0,0,1,0
"47",1,0,0,0,0,1
"48",1,0,1,0,0,0
"49",5,1,1,1,1,1
"50",2,0,1,0,0,1
