"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,1,0,0
"2",4,1,1,0,1,1
"3",3,1,1,0,1,0
"4",2,0,0,1,1,0
"5",3,0,1,1,1,0
"6",3,0,1,1,1,0
"7",2,1,0,0,1,0
"8",4,0,1,1,1,1
"9",3,0,1,1,1,0
"10",1,1,0,0,0,0
"11",3,1,0,1,0,1
"12",4,1,0,1,1,1
"13",1,0,0,0,0,1
"14",3,1,1,0,1,0
"15",2,0,1,1,0,0
"16",3,0,1,0,1,1
"17",5,1,1,1,1,1
"18",2,0,1,0,1,0
"19",3,0,1,1,1,0
"20",3,0,1,0,1,1
"21",3,1,0,0,1,1
"22",2,0,1,0,0,1
"23",2,0,1,1,0,0
"24",3,0,1,1,0,1
"25",2,0,1,0,1,0
"26",2,1,1,0,0,0
"27",2,0,0,0,1,1
"28",3,0,1,0,1,1
"29",4,1,1,1,1,0
"30",2,0,0,0,1,1
"31",3,1,1,0,0,1
"32",3,0,1,1,1,0
"33",2,0,0,1,1,0
"34",2,0,1,1,0,0
"35",3,0,1,0,1,1
"36",5,1,1,1,1,1
"37",4,1,0,1,1,1
"38",3,1,1,1,0,0
"39",2,0,1,0,0,1
"40",2,1,0,0,0,1
"41",3,0,1,1,1,0
"42",3,1,1,0,0,1
"43",3,1,0,1,1,0
"44",3,0,0,1,1,1
"45",3,1,1,1,0,0
"46",1,0,1,0,0,0
"47",3,0,0,1,1,1
"48",2,1,0,0,0,1
"49",1,0,0,0,1,0
"50",3,0,1,0,1,1
