"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,1,0,0,0
"2",2,0,1,1,0,0
"3",2,1,0,0,0,1
"4",3,0,1,0,1,1
"5",2,0,1,0,0,1
"6",1,1,0,0,0,0
"7",4,1,1,0,1,1
"8",5,1,1,1,1,1
"9",2,0,1,0,0,1
"10",4,1,1,0,1,1
"11",2,1,1,0,0,0
"12",2,0,0,1,1,0
"13",3,1,1,0,1,0
"14",3,0,1,1,0,1
"15",3,1,1,0,1,0
"16",3,0,0,1,1,1
"17",3,0,1,1,0,1
"18",2,1,0,0,1,0
"19",2,1,1,0,0,0
"20",4,1,1,1,0,1
"21",3,1,1,1,0,0
"22",2,1,0,0,1,0
"23",2,1,0,0,0,1
"24",3,0,1,1,1,0
"25",4,1,1,0,1,1
"26",4,1,0,1,1,1
"27",2,0,1,1,0,0
"28",4,1,1,1,1,0
"29",2,0,1,0,1,0
"30",3,0,1,1,1,0
"31",1,1,0,0,0,0
"32",4,1,0,1,1,1
"33",2,0,1,0,0,1
"34",3,1,1,0,0,1
"35",3,0,0,1,1,1
"36",4,1,1,0,1,1
"37",3,0,1,1,1,0
"38",3,0,1,1,1,0
"39",1,0,0,0,1,0
"40",3,1,0,1,0,1
"41",0,0,0,0,0,0
"42",3,0,1,1,1,0
"43",3,1,1,0,1,0
"44",3,0,0,1,1,1
"45",1,0,0,1,0,0
"46",1,0,0,0,0,1
"47",4,1,1,1,0,1
"48",3,1,1,1,0,0
"49",3,1,0,1,0,1
"50",3,1,1,0,1,0
"51",2,0,1,0,1,0
"52",1,0,1,0,0,0
"53",2,0,1,0,1,0
"54",2,0,1,0,0,1
"55",3,1,1,1,0,0
"56",3,1,0,1,1,0
"57",3,0,1,1,0,1
"58",3,1,0,1,1,0
"59",2,1,0,0,0,1
"60",0,0,0,0,0,0
"61",1,0,1,0,0,0
"62",2,0,0,0,1,1
"63",4,0,1,1,1,1
"64",4,0,1,1,1,1
"65",2,1,0,0,0,1
"66",1,0,0,1,0,0
"67",4,1,1,1,0,1
"68",4,0,1,1,1,1
"69",2,1,0,0,0,1
"70",1,0,0,1,0,0
"71",1,0,0,0,0,1
"72",2,1,0,0,1,0
"73",3,1,0,1,0,1
"74",4,1,1,1,0,1
"75",2,1,1,0,0,0
"76",1,0,0,0,0,1
"77",3,0,1,0,1,1
"78",3,0,1,0,1,1
"79",2,0,0,1,0,1
"80",1,0,0,0,1,0
"81",1,0,0,1,0,0
"82",3,1,0,1,1,0
"83",2,1,0,0,1,0
"84",3,1,0,1,1,0
"85",3,0,1,1,1,0
"86",1,1,0,0,0,0
"87",5,1,1,1,1,1
"88",2,1,1,0,0,0
"89",1,1,0,0,0,0
"90",3,0,0,1,1,1
"91",4,0,1,1,1,1
"92",5,1,1,1,1,1
"93",3,1,1,0,0,1
"94",4,1,1,1,1,0
"95",3,1,0,0,1,1
"96",2,1,0,0,1,0
"97",2,0,0,1,1,0
"98",3,1,1,1,0,0
"99",1,0,1,0,0,0
"100",4,0,1,1,1,1
