"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",4,1,1,0,1,1
"3",3,1,1,0,0,1
"4",3,0,0,1,1,1
"5",1,1,0,0,0,0
"6",2,0,1,0,0,1
"7",3,1,0,1,0,1
"8",3,1,1,0,0,1
"9",1,0,0,0,0,1
"10",4,1,1,1,1,0
"11",3,1,0,1,1,0
"12",3,1,1,1,0,0
"13",2,0,1,1,0,0
"14",1,0,0,0,0,1
"15",3,1,1,0,1,0
"16",2,0,0,1,1,0
"17",3,1,1,0,1,0
"18",1,0,0,1,0,0
"19",2,1,0,0,0,1
"20",3,0,1,1,0,1
"21",4,1,1,1,1,0
"22",4,1,1,0,1,1
"23",0,0,0,0,0,0
"24",3,1,1,1,0,0
"25",2,0,0,1,0,1
"26",3,1,1,1,0,0
"27",4,0,1,1,1,1
"28",3,1,1,0,0,1
"29",3,1,0,0,1,1
"30",2,0,0,1,1,0
"31",2,1,0,0,1,0
"32",2,1,1,0,0,0
"33",3,1,0,1,1,0
"34",2,0,1,0,0,1
"35",5,1,1,1,1,1
"36",2,0,1,0,1,0
"37",3,0,1,0,1,1
"38",3,0,1,1,0,1
"39",4,1,1,1,0,1
"40",1,0,0,0,1,0
"41",2,1,0,0,1,0
"42",1,0,0,1,0,0
"43",1,0,1,0,0,0
"44",5,1,1,1,1,1
"45",1,0,0,1,0,0
"46",3,1,0,1,1,0
"47",1,0,1,0,0,0
"48",3,1,1,0,0,1
"49",2,0,0,0,1,1
"50",3,0,0,1,1,1
"51",3,1,0,0,1,1
"52",2,0,0,1,1,0
"53",1,0,0,0,0,1
"54",4,1,1,0,1,1
"55",2,0,1,0,1,0
"56",3,1,0,0,1,1
"57",1,0,0,0,1,0
"58",1,1,0,0,0,0
"59",4,0,1,1,1,1
"60",3,1,0,1,0,1
"61",2,0,1,0,0,1
"62",5,1,1,1,1,1
"63",2,1,1,0,0,0
"64",3,1,0,1,1,0
"65",2,0,1,0,0,1
"66",3,1,0,1,0,1
"67",4,1,1,1,0,1
"68",2,0,1,1,0,0
"69",3,1,1,1,0,0
"70",3,1,0,1,1,0
"71",4,1,1,0,1,1
"72",3,1,1,0,1,0
"73",0,0,0,0,0,0
"74",2,0,1,0,0,1
"75",1,1,0,0,0,0
"76",2,0,0,1,0,1
"77",2,0,0,1,0,1
"78",3,0,1,1,1,0
"79",3,1,0,0,1,1
"80",3,0,1,1,1,0
"81",3,0,1,0,1,1
"82",3,1,0,0,1,1
"83",3,0,1,1,1,0
"84",1,1,0,0,0,0
"85",3,1,0,1,1,0
"86",3,0,1,1,0,1
"87",3,0,0,1,1,1
"88",3,0,1,0,1,1
"89",3,0,1,1,0,1
"90",3,1,1,0,1,0
"91",3,0,1,0,1,1
"92",4,1,1,1,1,0
"93",3,0,0,1,1,1
"94",1,1,0,0,0,0
"95",2,1,0,1,0,0
"96",3,1,1,1,0,0
"97",2,0,0,0,1,1
"98",4,0,1,1,1,1
"99",1,0,0,1,0,0
"100",1,0,0,1,0,0
