"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,0,0,1,1,0,1,0,1,0,1
"2",4,0,0,0,1,0,0,0,1,1,1
"3",4,0,1,0,0,0,1,0,0,1,1
"4",5,0,0,1,1,0,1,1,0,0,1
"5",7,1,1,1,0,0,1,1,1,0,1
"6",5,1,0,1,0,0,1,1,0,1,0
"7",5,0,1,1,0,1,0,0,1,0,1
"8",4,0,0,1,0,1,0,1,0,1,0
"9",4,1,0,0,1,0,0,0,0,1,1
"10",8,1,1,1,1,1,0,1,1,1,0
"11",5,1,1,0,0,0,1,0,0,1,1
"12",5,1,0,0,0,0,1,0,1,1,1
"13",4,0,0,0,1,1,1,1,0,0,0
"14",8,1,1,1,1,1,0,0,1,1,1
"15",6,1,1,0,0,0,1,1,1,1,0
"16",4,1,0,1,0,1,0,1,0,0,0
"17",4,0,0,1,1,0,1,1,0,0,0
"18",5,0,1,0,1,0,0,1,1,0,1
"19",6,1,1,1,1,1,1,0,0,0,0
"20",8,1,0,1,1,1,1,0,1,1,1
"21",4,1,0,0,0,0,0,1,1,1,0
"22",4,0,1,0,0,1,1,1,0,0,0
"23",8,1,1,1,1,1,1,0,1,1,0
"24",1,0,0,0,0,0,0,0,0,0,1
"25",4,0,1,1,1,0,0,1,0,0,0
"26",3,0,1,1,0,0,0,0,0,0,1
"27",5,0,1,0,0,1,1,0,1,1,0
"28",4,1,1,0,0,0,1,0,1,0,0
"29",6,0,1,0,1,0,1,1,1,1,0
"30",8,1,1,1,1,1,0,0,1,1,1
"31",5,0,0,1,1,1,1,0,0,0,1
"32",2,1,0,0,0,0,0,0,0,1,0
"33",5,1,0,1,0,1,0,1,0,1,0
"34",7,1,0,1,1,0,0,1,1,1,1
"35",4,0,1,0,0,0,0,1,1,0,1
"36",6,0,0,1,1,1,0,1,0,1,1
"37",2,1,0,0,0,0,1,0,0,0,0
"38",5,0,1,1,0,1,1,1,0,0,0
"39",6,0,1,1,1,0,0,0,1,1,1
"40",6,1,0,1,0,1,1,1,0,0,1
"41",5,1,0,1,1,0,1,1,0,0,0
"42",8,1,1,1,0,1,1,1,0,1,1
"43",6,1,1,0,0,1,0,1,0,1,1
"44",6,1,1,0,0,1,0,0,1,1,1
"45",5,0,0,0,1,0,0,1,1,1,1
"46",4,0,1,1,1,1,0,0,0,0,0
"47",6,1,0,0,1,1,0,0,1,1,1
"48",6,1,1,1,1,0,1,0,0,0,1
"49",5,0,1,0,1,1,0,1,1,0,0
"50",6,0,1,0,1,1,1,0,1,0,1
"51",7,0,0,1,1,1,1,1,1,1,0
"52",3,1,0,0,1,0,0,0,0,0,1
"53",3,0,0,0,1,0,1,0,1,0,0
"54",5,0,1,0,1,0,1,1,0,0,1
"55",6,1,0,1,0,0,1,1,1,0,1
"56",7,0,0,1,1,1,1,0,1,1,1
"57",8,1,1,1,0,0,1,1,1,1,1
"58",6,0,1,0,1,1,0,1,1,0,1
"59",3,0,1,0,1,1,0,0,0,0,0
"60",4,1,0,0,0,1,1,1,0,0,0
"61",5,1,0,0,0,0,1,1,1,1,0
"62",3,0,0,0,0,1,1,0,0,0,1
"63",7,1,0,1,1,1,0,1,1,1,0
"64",6,1,1,0,0,0,1,1,0,1,1
"65",6,1,0,0,1,1,1,0,1,0,1
"66",6,1,1,0,0,1,1,0,0,1,1
"67",4,1,0,0,1,0,1,0,0,0,1
"68",2,0,1,0,0,0,0,1,0,0,0
"69",4,0,1,1,0,1,0,0,1,0,0
"70",5,0,0,0,1,1,0,0,1,1,1
"71",6,1,1,1,0,0,1,1,1,0,0
"72",9,1,1,0,1,1,1,1,1,1,1
"73",3,1,1,0,0,1,0,0,0,0,0
"74",4,0,0,1,1,0,0,1,0,0,1
"75",8,1,1,1,1,1,0,1,1,0,1
"76",5,1,0,0,0,0,1,1,1,0,1
"77",6,1,1,0,1,1,1,0,0,1,0
"78",7,1,1,1,0,1,1,1,0,1,0
"79",3,1,0,0,0,0,0,0,1,0,1
"80",4,1,1,0,0,0,0,0,1,0,1
"81",4,0,1,1,0,1,0,0,0,1,0
"82",7,1,1,0,1,0,1,0,1,1,1
"83",5,0,1,1,1,0,0,0,0,1,1
"84",3,1,0,1,0,0,0,1,0,0,0
"85",7,1,1,0,1,1,0,1,0,1,1
"86",1,0,0,0,0,0,0,0,1,0,0
"87",4,1,0,1,1,0,0,1,0,0,0
"88",4,0,0,0,1,1,0,1,0,1,0
"89",6,1,0,0,1,0,0,1,1,1,1
"90",5,1,0,1,0,0,0,1,0,1,1
"91",5,1,0,0,0,1,0,0,1,1,1
"92",5,0,1,1,1,0,0,0,0,1,1
"93",7,0,1,1,1,1,1,1,1,0,0
"94",6,1,1,1,0,0,1,1,0,0,1
"95",1,0,0,0,0,1,0,0,0,0,0
"96",2,0,0,1,0,0,1,0,0,0,0
"97",6,0,1,1,0,1,1,0,1,1,0
"98",5,0,0,1,1,0,1,1,0,1,0
"99",6,1,1,0,1,1,0,0,1,0,1
"100",5,1,0,1,0,1,1,0,1,0,0
