"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,1,0,0
"2",3,1,0,1,0,1
"3",1,0,1,0,0,0
"4",3,0,1,1,0,1
"5",3,1,0,1,0,1
"6",1,0,0,0,1,0
"7",2,0,0,0,1,1
"8",4,1,0,1,1,1
"9",3,0,1,1,1,0
"10",4,1,1,1,0,1
"11",3,0,1,1,1,0
"12",1,1,0,0,0,0
"13",3,1,1,0,0,1
"14",1,0,0,0,1,0
"15",1,0,0,1,0,0
"16",2,1,1,0,0,0
"17",5,1,1,1,1,1
"18",1,0,0,1,0,0
"19",3,1,1,0,1,0
"20",2,0,1,1,0,0
"21",2,0,1,0,1,0
"22",4,1,1,0,1,1
"23",2,0,1,1,0,0
"24",4,1,1,1,0,1
"25",3,0,1,1,0,1
"26",2,0,1,0,0,1
"27",2,0,1,1,0,0
"28",5,1,1,1,1,1
"29",2,0,0,1,0,1
"30",0,0,0,0,0,0
"31",0,0,0,0,0,0
"32",2,0,1,0,1,0
"33",2,0,1,0,1,0
"34",3,1,1,1,0,0
"35",3,1,1,0,1,0
"36",4,1,1,1,0,1
"37",3,1,0,1,0,1
"38",5,1,1,1,1,1
"39",2,0,0,1,1,0
"40",5,1,1,1,1,1
"41",3,1,0,0,1,1
"42",2,0,0,0,1,1
"43",3,1,1,1,0,0
"44",3,0,1,1,0,1
"45",3,1,1,1,0,0
"46",1,0,0,0,0,1
"47",2,1,0,0,1,0
"48",3,1,1,0,0,1
"49",3,1,1,1,0,0
"50",3,1,1,1,0,0
"51",2,0,1,0,0,1
"52",3,0,1,1,1,0
"53",2,0,0,0,1,1
"54",4,1,0,1,1,1
"55",2,0,0,1,1,0
"56",3,0,1,1,1,0
"57",3,1,0,1,1,0
"58",4,1,0,1,1,1
"59",0,0,0,0,0,0
"60",3,1,0,1,0,1
"61",2,0,1,0,0,1
"62",2,1,1,0,0,0
"63",3,0,1,1,1,0
"64",2,1,1,0,0,0
"65",2,0,1,0,0,1
"66",3,0,1,1,0,1
"67",4,1,1,0,1,1
"68",1,1,0,0,0,0
"69",3,0,0,1,1,1
"70",3,1,0,1,0,1
"71",4,1,1,0,1,1
"72",3,0,1,0,1,1
"73",3,0,1,0,1,1
"74",3,0,1,1,1,0
"75",2,0,1,1,0,0
"76",4,1,1,1,1,0
"77",4,1,1,1,1,0
"78",2,1,1,0,0,0
"79",2,1,0,0,1,0
"80",2,0,0,1,1,0
"81",3,0,0,1,1,1
"82",3,0,0,1,1,1
"83",1,0,1,0,0,0
"84",4,1,1,0,1,1
"85",2,0,1,0,1,0
"86",3,0,1,1,0,1
"87",4,1,1,1,0,1
"88",1,0,1,0,0,0
"89",2,1,0,0,1,0
"90",5,1,1,1,1,1
"91",3,1,0,0,1,1
"92",3,1,0,0,1,1
"93",3,1,1,0,1,0
"94",2,1,0,0,1,0
"95",0,0,0,0,0,0
"96",2,0,1,1,0,0
"97",3,0,1,1,0,1
"98",2,0,0,1,1,0
"99",3,0,0,1,1,1
"100",3,0,1,1,0,1
