"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",8,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
"2",16,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"3",9,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
"4",8,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0
"5",9,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
"6",13,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1
"7",11,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
"8",10,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0
"9",12,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0
"10",11,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1
"11",15,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
"12",11,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
"13",12,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1
"14",8,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1
"15",6,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"16",8,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0
"17",10,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0
"18",9,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
"19",9,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
"20",13,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1
"21",9,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
"22",7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
"23",12,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
"24",8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"25",10,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
"26",6,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"27",10,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1
"28",14,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
