"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",8,1,1,1,0,1,0,1,1,1,1
"2",7,1,0,0,1,1,0,1,1,1,1
"3",6,1,0,1,1,1,1,1,0,0,0
"4",6,0,1,0,1,1,0,1,1,1,0
"5",4,1,0,0,0,1,0,1,0,0,1
"6",1,0,0,1,0,0,0,0,0,0,0
"7",5,0,1,1,0,1,0,0,0,1,1
"8",6,1,0,1,1,1,1,0,0,0,1
"9",4,0,0,1,1,0,0,1,0,1,0
"10",3,0,0,1,0,1,0,0,0,1,0
"11",4,0,0,0,1,0,0,1,1,1,0
"12",6,1,1,0,0,0,1,1,1,1,0
"13",6,0,0,1,1,1,1,0,1,0,1
"14",5,1,0,0,1,0,1,0,0,1,1
"15",3,0,1,1,1,0,0,0,0,0,0
"16",4,1,1,0,0,0,1,0,0,0,1
"17",5,1,1,1,0,0,0,0,0,1,1
"18",4,1,0,1,0,0,0,1,0,0,1
"19",4,0,0,1,0,0,1,1,1,0,0
"20",5,0,0,1,1,1,1,0,0,0,1
"21",5,0,0,0,1,0,1,1,0,1,1
"22",5,1,0,1,1,1,0,0,0,0,1
"23",7,1,0,0,1,1,1,0,1,1,1
"24",2,1,0,0,0,0,0,0,1,0,0
"25",8,1,0,0,1,1,1,1,1,1,1
"26",4,1,1,0,0,0,0,0,1,0,1
"27",5,1,0,0,1,1,0,0,1,1,0
"28",6,0,1,0,1,1,0,1,0,1,1
"29",7,0,1,1,0,1,1,1,1,1,0
"30",3,0,1,1,0,1,0,0,0,0,0
"31",4,1,0,1,0,0,1,0,0,0,1
"32",4,0,1,0,0,1,1,1,0,0,0
"33",4,1,0,0,1,1,0,0,0,1,0
"34",6,0,1,0,1,0,1,0,1,1,1
"35",6,1,0,0,1,0,1,1,1,0,1
"36",8,1,1,1,0,1,1,1,1,0,1
"37",7,1,1,1,1,1,0,1,0,1,0
"38",6,1,1,1,0,0,0,0,1,1,1
"39",3,0,0,0,0,0,1,1,1,0,0
"40",6,0,1,1,1,1,0,1,0,1,0
"41",6,1,0,0,0,1,1,1,0,1,1
"42",5,1,1,0,1,0,0,0,1,0,1
"43",4,1,1,0,1,0,0,0,0,0,1
"44",4,1,0,0,0,0,1,0,0,1,1
"45",5,1,0,0,1,0,1,1,1,0,0
"46",6,0,1,0,1,0,1,0,1,1,1
"47",4,1,0,0,1,0,0,1,0,1,0
"48",6,1,1,0,1,0,1,0,0,1,1
"49",3,1,0,0,0,0,0,1,0,0,1
"50",5,1,1,0,1,1,0,0,0,1,0
