"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
"2",8,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
"3",8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
"4",7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
"5",4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6",9,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0
"7",10,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
"8",10,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1
"9",9,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
"10",9,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1
"11",11,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0
"12",15,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"13",13,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
"14",11,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1
"15",12,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1
"16",9,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"17",11,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1
"18",10,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"19",8,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
"20",15,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"21",12,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
"22",13,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"23",10,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
"24",9,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"25",12,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"26",9,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0
"27",14,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1
"28",15,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"29",9,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"30",13,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0
"31",10,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
"32",11,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
"33",7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"34",10,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1
"35",11,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"36",11,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0
"37",11,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0
"38",9,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1
"39",13,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0
"40",7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1
"41",11,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1
"42",7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
"43",11,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
"44",10,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
"45",13,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0
"46",10,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1
"47",10,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
"48",12,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1
"49",9,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"50",10,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
"51",11,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
