"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,0,1,1
"2",3,0,1,1,1,0
"3",2,0,0,0,1,1
"4",3,0,1,1,1,0
"5",4,1,1,1,0,1
"6",4,0,1,1,1,1
"7",1,1,0,0,0,0
"8",2,0,0,0,1,1
"9",1,0,0,0,0,1
"10",3,1,1,0,0,1
"11",4,0,1,1,1,1
"12",4,1,1,0,1,1
"13",3,1,1,0,0,1
"14",5,1,1,1,1,1
"15",3,0,1,1,0,1
"16",4,0,1,1,1,1
"17",2,1,0,0,0,1
"18",2,1,0,0,0,1
"19",2,0,1,0,1,0
"20",0,0,0,0,0,0
"21",3,1,0,1,0,1
"22",3,1,0,0,1,1
"23",5,1,1,1,1,1
"24",3,0,1,1,0,1
"25",3,1,1,0,1,0
"26",0,0,0,0,0,0
"27",1,0,1,0,0,0
"28",2,1,0,1,0,0
"29",3,1,0,0,1,1
"30",2,1,0,0,0,1
"31",3,1,0,1,1,0
"32",2,0,1,0,1,0
"33",4,1,1,1,0,1
"34",3,1,1,0,1,0
"35",2,1,0,0,1,0
"36",1,0,1,0,0,0
"37",3,1,0,0,1,1
"38",4,1,0,1,1,1
"39",2,0,1,0,1,0
"40",2,0,1,1,0,0
"41",3,0,0,1,1,1
"42",2,0,0,1,1,0
"43",2,0,1,0,1,0
"44",3,1,0,0,1,1
"45",1,0,0,1,0,0
"46",2,0,1,0,1,0
"47",3,1,0,1,1,0
"48",2,0,0,0,1,1
"49",3,1,1,0,0,1
"50",1,0,1,0,0,0
"51",1,1,0,0,0,0
"52",2,0,1,0,1,0
"53",3,1,0,1,1,0
"54",2,0,0,1,1,0
"55",3,1,1,0,1,0
"56",1,0,1,0,0,0
"57",3,1,0,1,1,0
"58",2,0,1,0,0,1
"59",4,1,1,1,0,1
"60",2,0,0,0,1,1
"61",2,0,1,1,0,0
"62",4,1,1,1,0,1
"63",3,1,0,1,1,0
"64",2,1,1,0,0,0
"65",2,1,0,0,1,0
"66",1,0,0,0,1,0
"67",3,1,1,0,0,1
"68",2,0,1,0,1,0
"69",1,0,0,0,0,1
"70",2,0,1,0,0,1
"71",4,1,1,1,1,0
"72",0,0,0,0,0,0
"73",2,1,0,0,1,0
"74",3,1,1,1,0,0
"75",2,0,1,0,1,0
"76",3,1,1,1,0,0
"77",5,1,1,1,1,1
"78",2,0,0,1,1,0
"79",1,1,0,0,0,0
"80",3,1,1,0,1,0
"81",2,1,0,0,1,0
"82",1,0,0,1,0,0
"83",1,0,0,1,0,0
"84",3,1,0,1,1,0
"85",3,1,0,1,0,1
"86",2,1,0,0,0,1
"87",4,1,1,1,0,1
"88",0,0,0,0,0,0
"89",2,1,0,0,0,1
"90",3,1,1,0,1,0
"91",2,0,1,0,0,1
"92",1,0,0,1,0,0
"93",0,0,0,0,0,0
"94",1,1,0,0,0,0
"95",3,1,1,0,0,1
"96",1,0,0,1,0,0
"97",2,0,1,0,1,0
"98",4,0,1,1,1,1
"99",1,1,0,0,0,0
"100",3,1,1,0,0,1
