"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,0,1,0
"2",5,1,1,1,1,1
"3",4,1,1,1,0,1
"4",1,1,0,0,0,0
"5",2,0,1,0,0,1
"6",2,0,1,0,0,1
"7",3,1,0,1,1,0
"8",4,0,1,1,1,1
"9",2,1,0,0,0,1
"10",4,1,1,0,1,1
"11",1,1,0,0,0,0
"12",4,1,1,1,1,0
"13",4,1,1,1,0,1
"14",3,1,1,1,0,0
"15",1,1,0,0,0,0
"16",3,1,0,1,0,1
"17",2,0,1,1,0,0
"18",1,1,0,0,0,0
"19",2,0,0,1,1,0
"20",3,1,0,0,1,1
"21",3,0,1,1,1,0
"22",4,1,1,0,1,1
"23",3,1,0,1,0,1
"24",3,1,1,0,0,1
"25",2,1,0,1,0,0
"26",3,0,0,1,1,1
"27",2,0,1,1,0,0
"28",3,1,1,0,0,1
"29",4,1,0,1,1,1
"30",5,1,1,1,1,1
"31",4,1,1,1,1,0
"32",4,1,1,1,0,1
"33",2,0,1,0,1,0
"34",4,1,1,0,1,1
"35",3,0,0,1,1,1
"36",4,1,0,1,1,1
"37",3,1,0,1,0,1
"38",1,0,0,1,0,0
"39",1,0,0,1,0,0
"40",2,0,0,1,0,1
"41",2,1,1,0,0,0
"42",2,0,1,1,0,0
"43",2,0,1,0,0,1
"44",0,0,0,0,0,0
"45",2,0,0,1,1,0
"46",1,1,0,0,0,0
"47",5,1,1,1,1,1
"48",2,0,1,0,0,1
"49",0,0,0,0,0,0
"50",5,1,1,1,1,1
"51",2,0,1,1,0,0
"52",4,1,0,1,1,1
"53",3,0,1,1,0,1
"54",2,0,0,1,0,1
"55",4,1,1,1,1,0
"56",2,0,1,1,0,0
"57",3,1,1,1,0,0
"58",4,1,1,0,1,1
"59",3,1,1,0,0,1
"60",2,0,1,1,0,0
"61",2,0,0,1,0,1
"62",1,0,0,0,1,0
"63",4,0,1,1,1,1
"64",2,1,0,0,0,1
"65",3,1,0,1,1,0
"66",3,0,0,1,1,1
"67",3,1,1,1,0,0
"68",3,0,1,0,1,1
"69",2,0,1,1,0,0
"70",2,0,1,0,0,1
"71",1,0,1,0,0,0
"72",2,0,1,1,0,0
"73",3,0,1,1,1,0
"74",2,0,0,1,0,1
"75",3,0,1,1,1,0
"76",2,0,1,0,0,1
"77",4,1,1,1,1,0
"78",4,1,0,1,1,1
"79",1,0,0,0,1,0
"80",3,1,0,0,1,1
"81",3,1,1,1,0,0
"82",2,1,0,0,1,0
"83",3,1,0,1,0,1
"84",5,1,1,1,1,1
"85",3,0,1,1,0,1
"86",3,0,1,0,1,1
"87",2,0,1,0,1,0
"88",3,1,0,0,1,1
"89",4,1,1,1,1,0
"90",3,0,1,1,0,1
"91",3,1,0,1,0,1
"92",4,1,1,1,0,1
"93",3,1,0,0,1,1
"94",2,0,1,0,1,0
"95",1,0,0,0,1,0
"96",1,0,1,0,0,0
"97",2,1,1,0,0,0
"98",2,0,1,1,0,0
"99",4,1,1,1,1,0
"100",4,1,1,0,1,1
