"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",13,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"2",14,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
"3",10,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
"4",10,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
"5",6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0
"6",9,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1
"7",10,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"8",6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
"9",6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"10",14,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1
"11",11,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0
"12",11,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
"13",8,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1
"14",12,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
"15",12,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
"16",7,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1
"17",6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"18",13,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
"19",10,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1
"20",9,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
"21",11,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1
"22",8,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1
"23",12,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0
"24",8,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"25",12,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"26",7,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
"27",10,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
"28",11,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
"29",11,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
"30",8,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"31",10,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1
"32",7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"33",10,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1
"34",9,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0
"35",10,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
"36",8,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"37",10,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1
"38",11,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
"39",10,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
"40",14,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
"41",11,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
"42",8,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"43",9,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0
"44",10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"45",8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1
"46",10,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"47",9,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1
"48",12,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1
"49",8,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
"50",9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
