"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"2",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"6",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"7",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"8",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"9",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"10",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"11",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"12",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"13",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"14",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"19",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"20",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"21",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"24",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"25",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"26",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"27",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"28",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"29",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"31",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"32",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"33",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"34",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"35",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"36",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"37",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"38",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"39",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"40",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"41",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"42",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"44",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"45",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"46",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"47",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"48",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"49",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"50",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
