"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",2,0,0,1,0,1,0,0,0,0,0
"2",2,1,0,1,0,0,0,0,0,0,0
"3",3,1,1,1,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0
"5",3,0,0,1,1,1,0,0,0,0,0
"6",4,1,1,1,1,0,0,0,0,0,0
"7",2,0,0,1,0,1,0,0,0,0,0
"8",2,0,1,0,1,0,0,0,0,0,0
"9",1,0,0,0,0,1,0,0,0,0,0
"10",2,0,0,1,1,0,0,0,0,0,0
"11",3,0,1,1,1,0,0,0,0,0,0
"12",1,0,0,0,0,1,0,0,0,0,0
"13",4,0,1,1,1,1,0,0,0,0,0
"14",3,0,1,0,1,1,0,0,0,0,0
"15",2,1,1,0,0,0,0,0,0,0,0
"16",1,0,1,0,0,0,0,0,0,0,0
"17",2,1,1,0,0,0,0,0,0,0,0
"18",3,1,1,0,0,1,0,0,0,0,0
"19",4,1,0,1,1,1,0,0,0,0,0
"20",2,1,0,1,0,0,0,0,0,0,0
"21",2,0,0,1,1,0,0,0,0,0,0
"22",2,1,0,0,1,0,0,0,0,0,0
"23",2,0,0,1,1,0,0,0,0,0,0
"24",4,1,1,0,1,1,0,0,0,0,0
"25",2,0,1,0,1,0,0,0,0,0,0
"26",2,1,1,0,0,0,0,0,0,0,0
"27",1,0,1,0,0,0,0,0,0,0,0
"28",2,0,0,0,1,1,0,0,0,0,0
"29",3,1,0,1,1,0,0,0,0,0,0
"30",1,0,0,1,0,0,0,0,0,0,0
"31",5,1,1,1,1,1,0,0,0,0,0
"32",4,1,1,0,1,1,0,0,0,0,0
"33",2,1,0,1,0,0,0,0,0,0,0
"34",2,1,0,0,0,1,0,0,0,0,0
"35",3,1,1,1,0,0,0,0,0,0,0
"36",2,1,1,0,0,0,0,0,0,0,0
"37",1,0,0,0,1,0,0,0,0,0,0
"38",2,0,0,1,0,1,0,0,0,0,0
"39",3,1,0,1,0,1,0,0,0,0,0
"40",2,1,1,0,0,0,0,0,0,0,0
"41",1,0,0,1,0,0,0,0,0,0,0
"42",3,0,1,1,1,0,0,0,0,0,0
"43",3,0,1,1,1,0,0,0,0,0,0
"44",4,1,1,1,0,1,0,0,0,0,0
"45",3,0,1,1,0,1,0,0,0,0,0
"46",2,0,0,0,1,1,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0
"48",2,1,0,0,1,0,0,0,0,0,0
"49",4,1,1,1,1,0,0,0,0,0,0
"50",2,1,0,0,0,1,0,0,0,0,0
"51",4,1,1,1,0,1,0,0,0,0,0
"52",4,1,1,0,1,1,0,0,0,0,0
"53",4,1,1,0,1,1,0,0,0,0,0
"54",3,0,1,1,1,0,0,0,0,0,0
"55",3,0,0,1,1,1,0,0,0,0,0
"56",1,0,0,1,0,0,0,0,0,0,0
"57",3,1,0,0,1,1,0,0,0,0,0
"58",4,1,1,1,1,0,0,0,0,0,0
"59",1,0,0,0,0,1,0,0,0,0,0
"60",3,1,1,1,0,0,0,0,0,0,0
"61",2,0,0,1,1,0,0,0,0,0,0
"62",2,1,1,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,1,0,0,0,0,0
"64",3,1,0,1,0,1,0,0,0,0,0
"65",3,1,1,1,0,0,0,0,0,0,0
"66",3,0,1,1,1,0,0,0,0,0,0
"67",3,0,1,0,1,1,0,0,0,0,0
"68",3,0,1,1,0,1,0,0,0,0,0
"69",2,0,0,1,1,0,0,0,0,0,0
"70",2,0,0,1,0,1,0,0,0,0,0
"71",3,1,0,1,0,1,0,0,0,0,0
"72",3,0,1,1,0,1,0,0,0,0,0
"73",3,0,1,1,0,1,0,0,0,0,0
"74",1,0,0,0,0,1,0,0,0,0,0
"75",4,1,1,0,1,1,0,0,0,0,0
"76",2,1,0,0,1,0,0,0,0,0,0
"77",4,1,1,1,1,0,0,0,0,0,0
"78",1,0,0,0,0,1,0,0,0,0,0
"79",4,0,1,1,1,1,0,0,0,0,0
"80",1,0,1,0,0,0,0,0,0,0,0
"81",2,0,1,1,0,0,0,0,0,0,0
"82",3,1,0,1,0,1,0,0,0,0,0
"83",2,0,0,0,1,1,0,0,0,0,0
"84",1,0,0,0,1,0,0,0,0,0,0
"85",4,1,1,0,1,1,0,0,0,0,0
"86",3,1,0,1,0,1,0,0,0,0,0
"87",2,1,0,0,0,1,0,0,0,0,0
"88",3,1,0,0,1,1,0,0,0,0,0
"89",3,0,1,0,1,1,0,0,0,0,0
"90",2,0,1,0,1,0,0,0,0,0,0
"91",3,1,1,0,0,1,0,0,0,0,0
"92",1,0,0,0,1,0,0,0,0,0,0
"93",4,1,1,1,1,0,0,0,0,0,0
"94",2,0,1,0,1,0,0,0,0,0,0
"95",3,1,0,1,0,1,0,0,0,0,0
"96",2,1,0,0,0,1,0,0,0,0,0
"97",2,0,1,0,1,0,0,0,0,0,0
"98",4,1,1,1,1,0,0,0,0,0,0
"99",3,0,1,1,0,1,0,0,0,0,0
"100",2,1,0,0,0,1,0,0,0,0,0
