"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,0,1,0,1,1,0,0,0,0
"2",3,0,0,0,1,1,1,0,0,0,0
"3",3,0,0,0,0,0,1,1,0,1,0
"4",5,0,1,0,1,1,1,0,0,1,0
"5",5,0,1,0,0,1,0,0,1,1,1
"6",5,0,0,0,0,1,1,1,0,1,1
"7",2,0,0,0,0,0,0,0,0,1,1
"8",7,0,1,1,1,0,1,0,1,1,1
"9",8,1,1,1,1,1,1,0,1,0,1
"10",6,1,1,1,0,0,0,1,1,0,1
"11",4,1,1,0,1,0,0,0,0,1,0
"12",5,0,0,1,1,0,1,0,1,0,1
"13",4,0,0,0,0,1,1,1,1,0,0
"14",6,0,1,0,0,0,1,1,1,1,1
"15",6,0,0,1,1,0,1,0,1,1,1
"16",4,0,1,0,0,0,1,1,0,1,0
"17",6,0,0,0,0,1,1,1,1,1,1
"18",8,1,1,1,1,0,1,1,1,0,1
"19",5,0,1,1,1,0,1,0,0,0,1
"20",4,0,0,0,1,0,0,1,0,1,1
"21",6,1,1,0,0,1,1,1,0,1,0
"22",4,0,0,1,0,1,1,0,1,0,0
"23",7,1,1,0,1,0,1,1,1,1,0
"24",6,1,1,0,1,0,1,0,1,0,1
"25",4,1,1,1,1,0,0,0,0,0,0
"26",5,1,1,0,0,1,0,0,0,1,1
"27",5,1,1,0,1,1,0,0,0,1,0
"28",7,1,1,0,1,1,0,1,0,1,1
"29",5,1,0,1,1,0,1,0,0,0,1
"30",2,0,1,0,0,1,0,0,0,0,0
"31",6,1,0,1,1,0,1,0,1,0,1
"32",6,1,1,1,1,1,0,1,0,0,0
"33",5,0,1,1,1,0,1,1,0,0,0
"34",4,0,1,1,0,1,0,0,0,0,1
"35",5,0,1,1,0,0,1,1,0,0,1
"36",5,0,1,1,1,0,0,1,0,0,1
"37",7,1,1,1,1,0,1,0,0,1,1
"38",1,0,0,0,0,0,0,1,0,0,0
"39",5,0,0,1,0,0,0,1,1,1,1
"40",3,0,1,0,0,1,0,1,0,0,0
"41",8,1,1,1,1,0,1,1,0,1,1
"42",5,0,1,0,0,1,1,1,0,1,0
"43",2,1,1,0,0,0,0,0,0,0,0
"44",3,0,0,0,0,1,0,0,1,0,1
"45",6,0,1,1,0,0,1,0,1,1,1
"46",6,0,1,1,0,1,1,0,1,0,1
"47",7,0,1,1,1,1,1,1,0,0,1
"48",2,1,0,0,0,0,0,1,0,0,0
"49",5,0,0,0,1,1,1,0,1,1,0
"50",7,1,1,0,1,0,1,1,1,0,1
