"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,1,1,1,1,0
"2",2,1,0,1,0,0
"3",2,1,0,1,0,0
"4",3,0,1,1,0,1
"5",3,1,0,0,1,1
"6",4,0,1,1,1,1
"7",3,1,1,0,1,0
"8",3,1,0,1,1,0
"9",2,0,1,0,1,0
"10",2,0,0,0,1,1
"11",1,0,0,1,0,0
"12",2,0,0,0,1,1
"13",2,0,0,1,0,1
"14",4,1,0,1,1,1
"15",3,1,0,1,0,1
"16",2,0,1,1,0,0
"17",1,0,0,0,1,0
"18",2,0,1,1,0,0
"19",3,1,0,1,0,1
"20",4,1,1,1,0,1
"21",1,0,0,0,0,1
"22",3,0,0,1,1,1
"23",1,0,0,1,0,0
"24",2,0,1,1,0,0
"25",2,1,1,0,0,0
"26",2,1,0,1,0,0
"27",2,0,0,0,1,1
"28",0,0,0,0,0,0
"29",3,1,1,0,1,0
"30",2,1,0,0,0,1
"31",3,0,1,0,1,1
"32",4,1,1,0,1,1
"33",2,0,1,0,0,1
"34",3,1,0,1,1,0
"35",3,0,0,1,1,1
"36",4,1,0,1,1,1
"37",3,0,1,1,0,1
"38",2,0,0,1,0,1
"39",2,1,0,0,0,1
"40",2,1,1,0,0,0
"41",4,1,1,0,1,1
"42",3,0,0,1,1,1
"43",4,1,1,1,0,1
"44",2,1,0,0,1,0
"45",2,0,0,1,1,0
"46",2,1,0,0,0,1
"47",2,0,1,1,0,0
"48",1,0,1,0,0,0
"49",1,0,1,0,0,0
"50",3,0,1,1,0,1
