"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,0,0,0,1,0,1,1,0,1,1
"2",7,1,1,1,1,0,0,0,1,1,1
"3",5,0,0,1,0,0,1,0,1,1,1
"4",5,0,0,0,1,1,1,1,0,1,0
"5",5,1,0,1,0,1,1,1,0,0,0
"6",6,1,1,1,1,0,1,0,1,0,0
"7",4,0,1,1,1,1,0,0,0,0,0
"8",3,0,0,0,0,0,0,1,1,1,0
"9",7,1,0,0,1,1,1,0,1,1,1
"10",6,0,1,1,1,0,0,1,1,1,0
"11",3,0,0,1,0,0,0,1,1,0,0
"12",3,0,0,0,1,1,0,0,0,0,1
"13",5,1,0,1,0,1,0,0,0,1,1
"14",4,0,0,0,1,0,1,1,0,0,1
"15",5,0,1,0,1,0,0,1,0,1,1
"16",6,1,0,0,1,0,1,1,1,1,0
"17",5,1,1,0,1,1,0,1,0,0,0
"18",5,1,0,1,0,1,0,1,0,0,1
"19",4,1,1,1,0,1,0,0,0,0,0
"20",5,1,0,1,1,0,0,0,0,1,1
"21",6,1,1,1,1,1,0,0,1,0,0
"22",3,0,0,1,1,0,0,1,0,0,0
"23",6,1,1,1,0,0,0,1,1,1,0
"24",7,1,0,1,0,1,1,1,1,1,0
"25",5,0,1,0,0,0,1,0,1,1,1
"26",5,1,1,0,1,0,1,0,0,0,1
"27",3,0,0,0,0,0,1,0,1,1,0
"28",6,0,1,1,1,1,1,0,0,1,0
"29",7,1,1,0,1,1,0,1,0,1,1
"30",4,0,0,1,0,0,1,0,1,0,1
"31",3,0,0,1,0,0,1,0,1,0,0
"32",5,1,0,0,0,1,0,1,0,1,1
"33",5,0,1,1,0,0,1,1,1,0,0
"34",6,1,0,0,1,1,0,1,1,0,1
"35",5,0,1,1,0,1,1,0,1,0,0
"36",3,0,0,1,0,0,0,0,1,1,0
"37",5,0,0,1,1,0,1,0,0,1,1
"38",6,0,1,1,0,0,1,1,1,1,0
"39",5,0,1,1,1,0,1,0,1,0,0
"40",6,1,1,0,0,1,1,0,1,1,0
"41",5,0,1,1,1,1,0,0,0,1,0
"42",3,0,0,0,1,0,0,0,0,1,1
"43",2,0,0,1,0,0,0,0,0,1,0
"44",7,1,1,1,1,0,0,1,0,1,1
"45",7,1,0,1,1,0,1,1,1,1,0
"46",7,1,1,1,1,1,0,0,0,1,1
"47",4,0,1,0,0,0,0,1,0,1,1
"48",5,1,1,0,0,0,1,0,0,1,1
"49",4,1,1,0,1,0,0,1,0,0,0
"50",5,0,0,0,1,1,1,1,0,0,1
"51",8,1,1,1,1,1,0,0,1,1,1
"52",5,1,1,1,1,0,0,1,0,0,0
"53",6,1,1,1,1,1,0,1,0,0,0
"54",7,1,1,0,0,1,1,1,0,1,1
"55",6,0,1,1,1,0,0,1,1,1,0
"56",5,0,0,1,0,0,0,1,1,1,1
"57",6,0,0,1,0,0,1,1,1,1,1
"58",5,1,1,1,0,1,0,0,1,0,0
"59",5,0,1,1,0,0,0,1,0,1,1
"60",5,1,0,1,0,0,1,1,0,1,0
"61",5,1,1,1,0,1,1,0,0,0,0
"62",6,0,1,0,1,0,1,0,1,1,1
"63",4,0,0,1,0,0,1,0,0,1,1
"64",5,1,1,1,1,0,0,0,0,0,1
"65",5,1,1,0,1,0,0,1,0,1,0
"66",6,1,1,0,1,0,1,1,1,0,0
"67",6,1,0,1,0,1,1,0,1,0,1
"68",6,1,1,1,1,1,0,1,0,0,0
"69",5,1,0,1,0,1,0,0,0,1,1
"70",4,1,0,1,0,1,1,0,0,0,0
"71",7,0,0,1,1,1,1,0,1,1,1
"72",4,0,0,1,1,0,1,1,0,0,0
"73",10,1,1,1,1,1,1,1,1,1,1
"74",7,1,1,1,1,1,0,0,1,1,0
"75",6,1,1,0,1,0,1,1,0,0,1
"76",5,0,1,1,1,0,1,0,0,0,1
"77",7,0,1,0,0,1,1,1,1,1,1
"78",3,0,0,1,1,0,1,0,0,0,0
"79",3,1,0,0,0,0,1,0,0,1,0
"80",5,0,1,0,0,1,1,0,0,1,1
"81",5,1,1,0,1,0,0,1,1,0,0
"82",7,1,1,1,1,0,1,1,0,0,1
"83",8,1,1,1,0,1,1,1,1,0,1
"84",6,0,0,1,1,1,0,1,1,1,0
"85",7,0,1,0,1,1,1,0,1,1,1
"86",3,0,0,0,0,0,0,1,1,0,1
"87",6,1,1,0,0,1,0,0,1,1,1
"88",3,0,1,0,1,0,0,0,0,1,0
"89",5,0,1,1,0,1,0,1,0,0,1
"90",7,1,0,0,1,1,1,1,1,1,0
"91",3,1,1,1,0,0,0,0,0,0,0
"92",5,0,1,0,1,1,0,1,1,0,0
"93",4,0,1,1,0,0,0,0,1,1,0
"94",6,1,1,0,0,0,1,1,0,1,1
"95",5,0,0,0,1,1,0,1,1,1,0
"96",6,0,1,0,1,1,1,0,1,1,0
"97",2,1,0,0,0,0,0,0,0,0,1
"98",4,1,0,0,1,0,1,0,0,1,0
"99",3,0,0,1,1,0,0,0,0,1,0
"100",5,0,1,1,0,1,0,1,0,1,0
