"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,1,1,0,1,0,0,0,0,0
"2",4,0,0,1,1,0,0,1,1,0,0
"3",5,0,1,0,1,1,0,1,0,0,1
"4",5,1,1,0,0,0,1,0,0,1,1
"5",5,1,0,0,0,0,0,1,1,1,1
"6",3,0,1,0,0,1,0,0,0,1,0
"7",1,0,0,0,0,0,0,0,1,0,0
"8",6,1,0,0,1,0,1,1,1,0,1
"9",6,0,1,1,0,0,1,1,0,1,1
"10",6,1,1,1,0,0,1,0,1,1,0
"11",5,1,1,0,0,1,0,0,0,1,1
"12",1,0,0,0,0,0,0,1,0,0,0
"13",5,0,0,0,0,0,1,1,1,1,1
"14",6,1,1,1,0,1,0,0,1,0,1
"15",7,1,1,1,1,1,0,1,0,1,0
"16",4,0,1,0,0,1,0,1,1,0,0
"17",3,0,0,0,1,0,0,0,0,1,1
"18",4,0,0,0,0,0,0,1,1,1,1
"19",4,0,1,1,0,1,1,0,0,0,0
"20",6,0,1,1,1,1,0,0,1,0,1
"21",7,1,0,0,1,1,1,0,1,1,1
"22",4,0,0,1,1,0,0,0,1,0,1
"23",7,1,1,1,0,1,1,0,0,1,1
"24",5,1,0,1,0,1,1,0,0,0,1
"25",7,0,1,1,1,1,0,1,1,0,1
"26",3,0,0,1,0,1,0,1,0,0,0
"27",4,0,1,0,1,1,0,1,0,0,0
"28",4,0,0,1,1,0,0,0,0,1,1
"29",5,0,1,1,0,0,1,0,1,0,1
"30",4,0,1,1,0,1,0,0,0,1,0
"31",6,1,1,1,0,0,1,1,0,1,0
"32",4,0,0,0,0,0,1,1,0,1,1
"33",5,1,1,0,1,0,0,1,1,0,0
"34",4,0,1,1,0,1,0,0,0,0,1
"35",8,1,1,0,1,1,1,0,1,1,1
"36",4,0,0,0,1,0,1,0,1,0,1
"37",4,0,0,0,0,0,1,1,1,1,0
"38",2,0,0,1,0,0,0,0,1,0,0
"39",4,0,0,0,1,0,0,0,1,1,1
"40",3,0,0,0,1,1,0,0,1,0,0
"41",5,0,0,1,0,1,1,1,0,1,0
"42",6,0,1,1,0,1,1,0,1,1,0
"43",7,1,0,1,0,1,1,1,1,0,1
"44",7,0,1,1,1,1,0,1,0,1,1
"45",5,0,0,0,1,1,1,0,1,1,0
"46",5,1,0,1,1,1,0,0,0,0,1
"47",3,1,0,0,0,1,0,1,0,0,0
"48",5,0,1,0,1,1,0,0,1,0,1
"49",6,1,0,1,0,1,1,0,0,1,1
"50",5,0,1,1,1,1,0,0,0,0,1
"51",5,0,0,0,1,1,1,0,1,0,1
"52",5,0,1,0,1,0,1,1,1,0,0
"53",8,1,1,1,1,1,1,1,0,0,1
"54",3,0,0,1,0,0,0,1,0,0,1
"55",6,0,0,1,1,0,1,1,0,1,1
"56",6,0,1,0,0,1,0,1,1,1,1
"57",3,1,1,0,0,0,1,0,0,0,0
"58",7,1,0,1,1,1,0,1,1,0,1
"59",4,0,0,1,0,0,1,1,0,1,0
"60",7,1,1,1,1,0,1,0,1,0,1
"61",4,0,1,1,0,0,0,0,0,1,1
"62",4,0,1,1,1,0,1,0,0,0,0
"63",5,1,0,1,0,1,0,0,1,1,0
"64",5,1,0,0,0,1,1,1,0,1,0
"65",7,1,1,1,1,1,0,0,1,0,1
"66",7,1,1,0,1,0,1,0,1,1,1
"67",6,1,1,1,1,0,0,0,1,0,1
"68",5,0,1,0,1,0,1,0,1,0,1
"69",5,0,1,0,1,0,1,1,0,1,0
"70",9,1,1,1,1,1,1,1,1,0,1
"71",6,0,1,1,1,1,1,0,0,0,1
"72",5,1,1,0,0,1,1,0,0,0,1
"73",8,1,0,1,1,1,1,1,1,1,0
"74",5,1,1,0,0,0,1,0,1,0,1
"75",2,0,0,0,0,1,0,0,1,0,0
"76",6,1,1,0,0,1,1,1,0,1,0
"77",5,1,0,0,1,0,1,1,0,0,1
"78",3,1,1,0,0,0,0,1,0,0,0
"79",6,1,0,1,0,1,0,0,1,1,1
"80",8,1,1,0,1,1,1,0,1,1,1
"81",6,1,0,1,1,0,1,0,1,0,1
"82",4,1,1,0,1,0,0,0,0,1,0
"83",4,1,0,0,1,0,1,0,0,1,0
"84",8,1,1,1,0,1,1,0,1,1,1
"85",2,0,1,1,0,0,0,0,0,0,0
"86",5,1,0,0,1,0,0,1,1,0,1
"87",2,0,0,1,0,0,0,0,1,0,0
"88",7,1,1,1,1,1,0,1,0,0,1
"89",3,0,0,1,0,0,0,1,0,0,1
"90",6,0,0,0,1,1,1,0,1,1,1
"91",5,1,0,0,0,1,0,1,1,0,1
"92",5,0,0,1,1,0,1,1,1,0,0
"93",5,0,0,1,1,1,0,1,0,1,0
"94",7,1,1,1,0,1,1,1,0,0,1
"95",4,1,0,0,0,0,0,1,1,0,1
"96",3,0,0,0,0,0,0,0,1,1,1
"97",4,1,1,1,0,0,0,0,1,0,0
"98",6,0,0,1,1,1,1,0,0,1,1
"99",7,1,0,1,0,1,1,1,1,0,1
"100",4,1,1,0,0,0,0,1,1,0,0
