"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",8,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"2",11,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1
"3",9,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1
"4",10,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0
"5",7,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"6",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"7",11,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1
"8",12,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
"9",9,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
"10",7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
"11",10,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
"12",10,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
"13",7,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"14",10,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
"15",14,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"16",9,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0
"17",14,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
"18",9,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"19",4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"20",13,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"21",9,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0
"22",8,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"23",9,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
"24",8,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"25",10,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0
"26",9,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1
"27",9,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
"28",7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"29",9,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0
"30",9,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
"31",9,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
"32",9,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0
"33",10,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0
"34",10,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0
"35",9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
"36",10,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
"37",8,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"38",13,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1
"39",12,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1
"40",4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"41",10,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
"42",8,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"43",10,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1
"44",9,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
"45",11,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1
"46",13,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0
"47",11,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
"48",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"49",9,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"50",12,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1
