"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",5,1,1,1,1,1
"2",3,0,1,1,1,0
"3",3,1,0,1,1,0
"4",2,0,1,1,0,0
"5",3,0,0,1,1,1
"6",2,0,1,0,1,0
"7",4,0,1,1,1,1
"8",4,1,1,1,1,0
"9",1,0,0,1,0,0
"10",5,1,1,1,1,1
"11",3,1,1,0,1,0
"12",1,0,0,0,1,0
"13",3,0,0,1,1,1
"14",2,0,1,1,0,0
"15",3,1,0,1,1,0
"16",2,0,0,0,1,1
"17",3,0,1,0,1,1
"18",3,0,1,0,1,1
"19",2,0,1,0,0,1
"20",2,0,1,0,1,0
"21",2,0,1,1,0,0
"22",2,0,0,1,1,0
"23",2,1,0,0,0,1
"24",3,1,0,0,1,1
"25",3,1,0,1,0,1
"26",3,1,0,0,1,1
"27",1,0,1,0,0,0
"28",2,1,1,0,0,0
"29",1,0,0,0,0,1
"30",2,1,0,1,0,0
"31",4,1,1,1,1,0
"32",5,1,1,1,1,1
"33",2,0,1,0,0,1
"34",1,0,0,1,0,0
"35",3,1,1,0,1,0
"36",1,0,0,1,0,0
"37",1,1,0,0,0,0
"38",3,0,1,1,0,1
"39",3,0,1,1,1,0
"40",4,1,1,1,1,0
"41",3,1,1,0,1,0
"42",4,1,1,1,0,1
"43",3,1,1,1,0,0
"44",4,1,1,1,1,0
"45",3,1,0,1,1,0
"46",1,0,0,0,0,1
"47",1,0,1,0,0,0
"48",4,1,0,1,1,1
"49",3,1,0,1,1,0
"50",2,0,1,0,1,0
