"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,0,1,1,1
"2",4,1,1,0,1,1
"3",3,1,1,1,0,0
"4",0,0,0,0,0,0
"5",3,1,1,1,0,0
"6",3,1,0,1,1,0
"7",1,0,0,0,1,0
"8",1,0,1,0,0,0
"9",2,1,1,0,0,0
"10",4,0,1,1,1,1
"11",1,1,0,0,0,0
"12",1,0,0,1,0,0
"13",1,0,1,0,0,0
"14",3,1,1,0,1,0
"15",2,0,0,1,1,0
"16",2,0,1,0,0,1
"17",3,1,1,0,1,0
"18",2,1,0,0,0,1
"19",3,0,1,1,0,1
"20",3,0,1,1,0,1
"21",3,0,1,1,0,1
"22",2,0,0,0,1,1
"23",2,0,0,0,1,1
"24",2,0,1,0,0,1
"25",3,0,1,0,1,1
"26",2,1,0,1,0,0
"27",4,0,1,1,1,1
"28",3,0,1,0,1,1
"29",5,1,1,1,1,1
"30",4,0,1,1,1,1
"31",3,1,1,1,0,0
"32",3,1,1,0,1,0
"33",1,1,0,0,0,0
"34",2,0,0,0,1,1
"35",1,0,0,0,0,1
"36",5,1,1,1,1,1
"37",3,1,1,0,1,0
"38",3,0,1,1,1,0
"39",1,0,0,0,1,0
"40",1,1,0,0,0,0
"41",4,1,1,0,1,1
"42",4,0,1,1,1,1
"43",3,0,1,1,0,1
"44",2,0,1,1,0,0
"45",2,1,0,0,1,0
"46",3,0,0,1,1,1
"47",1,0,0,1,0,0
"48",3,0,0,1,1,1
"49",1,0,0,0,0,1
"50",1,0,0,0,1,0
