"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,1,0,1,1,1
"2",4,1,1,1,1,0
"3",2,1,0,0,0,1
"4",3,0,1,0,1,1
"5",3,0,1,1,1,0
"6",3,1,0,0,1,1
"7",3,1,1,1,0,0
"8",4,0,1,1,1,1
"9",1,1,0,0,0,0
"10",2,0,1,1,0,0
"11",0,0,0,0,0,0
"12",1,0,0,0,0,1
"13",2,0,1,0,1,0
"14",2,1,0,0,0,1
"15",3,0,0,1,1,1
"16",1,0,0,0,0,1
"17",3,1,0,1,1,0
"18",3,1,0,1,0,1
"19",3,1,1,0,1,0
"20",4,1,1,1,1,0
"21",3,1,0,0,1,1
"22",1,0,0,1,0,0
"23",1,0,1,0,0,0
"24",3,1,1,0,0,1
"25",4,1,1,0,1,1
"26",1,0,0,1,0,0
"27",3,1,1,0,1,0
"28",3,0,1,0,1,1
"29",3,0,1,0,1,1
"30",1,0,1,0,0,0
"31",1,0,1,0,0,0
"32",4,1,1,1,1,0
"33",2,0,1,1,0,0
"34",3,1,0,1,0,1
"35",2,0,0,1,1,0
"36",4,1,0,1,1,1
"37",1,0,1,0,0,0
"38",4,1,0,1,1,1
"39",3,0,1,0,1,1
"40",4,1,0,1,1,1
"41",4,1,0,1,1,1
"42",5,1,1,1,1,1
"43",2,0,1,1,0,0
"44",2,1,0,1,0,0
"45",2,0,1,1,0,0
"46",4,0,1,1,1,1
"47",3,0,1,1,0,1
"48",1,0,0,0,0,1
"49",3,1,0,1,1,0
"50",1,0,0,1,0,0
"51",3,1,1,0,0,1
"52",4,0,1,1,1,1
"53",4,1,0,1,1,1
"54",2,0,0,0,1,1
"55",1,0,1,0,0,0
"56",3,1,0,0,1,1
"57",4,1,0,1,1,1
"58",3,1,1,1,0,0
"59",2,0,1,0,0,1
"60",3,1,1,0,0,1
"61",3,1,1,0,1,0
"62",3,0,1,1,0,1
"63",2,1,0,0,1,0
"64",3,0,1,0,1,1
"65",3,0,1,0,1,1
"66",3,0,1,1,1,0
"67",2,0,1,1,0,0
"68",1,0,1,0,0,0
"69",3,0,1,1,0,1
"70",2,0,0,1,1,0
"71",2,0,1,0,0,1
"72",4,1,1,1,1,0
"73",1,0,0,1,0,0
"74",2,1,1,0,0,0
"75",5,1,1,1,1,1
"76",3,0,0,1,1,1
"77",2,0,0,0,1,1
"78",3,0,1,1,0,1
"79",2,0,1,0,0,1
"80",3,1,1,0,1,0
"81",3,1,1,1,0,0
"82",3,1,0,1,0,1
"83",2,0,1,0,1,0
"84",3,0,0,1,1,1
"85",1,0,0,0,1,0
"86",2,1,0,0,0,1
"87",1,1,0,0,0,0
"88",3,0,1,1,1,0
"89",3,1,0,1,1,0
"90",1,0,0,1,0,0
"91",3,1,1,0,0,1
"92",1,0,0,0,0,1
"93",1,0,0,0,0,1
"94",2,0,1,0,1,0
"95",3,1,1,0,0,1
"96",2,0,1,0,0,1
"97",1,0,0,0,1,0
"98",2,0,1,0,1,0
"99",4,1,1,1,0,1
"100",4,1,0,1,1,1
