"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",13,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
"2",8,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"3",9,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0
"4",14,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1
"5",8,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"6",9,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
"7",6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
"8",11,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"9",7,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"10",11,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
"11",9,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1
"12",12,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1
"13",8,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
"14",10,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"15",9,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
"16",10,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1
"17",12,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
"18",11,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1
"19",10,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"20",14,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
"21",11,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1
"22",10,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
"23",10,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
"24",13,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"25",14,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
"26",11,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"27",6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
"28",15,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
"29",10,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
