"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,1,0,0
"2",3,1,1,1,0,0
"3",5,1,1,1,1,1
"4",3,1,1,1,0,0
"5",1,1,0,0,0,0
"6",4,0,1,1,1,1
"7",2,1,0,0,0,1
"8",3,1,0,0,1,1
"9",3,0,1,1,0,1
"10",3,0,1,1,1,0
"11",1,0,0,1,0,0
"12",4,1,1,1,0,1
"13",3,1,1,0,0,1
"14",3,1,0,0,1,1
"15",2,0,0,1,0,1
"16",3,0,1,0,1,1
"17",4,1,1,1,1,0
"18",3,0,1,1,0,1
"19",4,1,0,1,1,1
"20",2,0,1,0,0,1
"21",3,0,1,1,0,1
"22",2,0,1,0,1,0
"23",3,1,1,0,0,1
"24",2,1,0,1,0,0
"25",4,1,0,1,1,1
"26",2,1,0,0,0,1
"27",2,0,0,0,1,1
"28",3,1,1,1,0,0
"29",3,1,1,1,0,0
"30",4,0,1,1,1,1
"31",4,1,1,1,0,1
"32",1,0,0,1,0,0
"33",2,0,0,1,0,1
"34",2,1,0,1,0,0
"35",4,1,1,0,1,1
"36",1,0,0,1,0,0
"37",0,0,0,0,0,0
"38",2,0,1,0,0,1
"39",3,1,0,1,0,1
"40",4,1,1,1,1,0
"41",1,0,0,0,0,1
"42",1,0,0,0,0,1
"43",1,0,1,0,0,0
"44",3,0,1,1,1,0
"45",2,0,1,0,1,0
"46",3,1,0,1,1,0
"47",2,0,1,0,1,0
"48",3,1,1,1,0,0
"49",3,1,0,1,1,0
"50",4,1,0,1,1,1
