"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,0,1,1
"2",3,1,0,0,1,1
"3",2,0,0,1,1,0
"4",3,0,1,1,0,1
"5",2,0,0,1,0,1
"6",2,0,0,1,0,1
"7",2,1,0,0,1,0
"8",2,0,0,0,1,1
"9",2,0,1,1,0,0
"10",1,0,0,0,1,0
"11",2,0,1,1,0,0
"12",4,1,1,0,1,1
"13",2,0,0,0,1,1
"14",3,1,1,0,1,0
"15",1,0,0,0,0,1
"16",2,0,1,1,0,0
"17",3,0,0,1,1,1
"18",3,1,1,0,0,1
"19",2,0,1,0,0,1
"20",3,0,1,0,1,1
"21",2,0,0,1,1,0
"22",1,0,0,1,0,0
"23",4,1,1,1,1,0
"24",2,0,1,0,1,0
"25",4,1,1,1,1,0
"26",2,0,0,1,0,1
"27",2,0,0,0,1,1
"28",0,0,0,0,0,0
"29",4,0,1,1,1,1
"30",3,1,1,1,0,0
"31",4,0,1,1,1,1
"32",1,0,0,1,0,0
"33",3,1,1,1,0,0
"34",2,0,1,0,1,0
"35",1,0,0,0,1,0
"36",2,0,0,0,1,1
"37",3,1,0,0,1,1
"38",4,0,1,1,1,1
"39",2,1,0,0,0,1
"40",5,1,1,1,1,1
"41",5,1,1,1,1,1
"42",4,1,1,1,1,0
"43",2,0,1,0,1,0
"44",4,0,1,1,1,1
"45",0,0,0,0,0,0
"46",1,0,0,0,0,1
"47",3,1,0,0,1,1
"48",2,0,0,1,1,0
"49",2,1,0,0,0,1
"50",2,1,0,0,0,1
